"Commune","Departement","Region","Code_UIC","WGS_84"
"Saint-Macaire","Gironde","Nouvelle-Aquitaine","582825","44.5686216, -0.2270601"
"Ruelle-sur-Touvre","Charente","Nouvelle-Aquitaine","583203","45.6764185, 0.2213325"
"Gardonne","Dordogne","Nouvelle-Aquitaine","584235","44.8347538, 0.3319427"
"Caudrot","Gironde","Nouvelle-Aquitaine","582841","44.5801152, -0.1452784"
"Chaussée-Saint-Victor","Loir-et-Cher","Centre-Val de Loire","574251","47.6127952, 1.3537834"
"Neuillé-Pont-Pierre","Indre-et-Loire","Centre-Val de Loire","571547","47.5580135, 0.5649155"
"Cinq-Mars-la-Pile","Indre-et-Loire","Centre-Val de Loire","571836","47.3452264, 0.4604878"
"Chaingy","Loiret","Centre-Val de Loire","574111","47.8770705, 1.782422"
"Joué-lès-Tours","Indre-et-Loire","Centre-Val de Loire","571885","47.3541741, 0.6675586"
"Azay-le-Rideau","Indre-et-Loire","Centre-Val de Loire","571638","47.2663383, 0.4475388"
"Valloire-sur-Cisse","Loir-et-Cher","Centre-Val de Loire","574301","47.5203249, 1.247846"
"Blois","Loir-et-Cher","Centre-Val de Loire","574004","47.585445, 1.323823"
"Druye","Indre-et-Loire","Centre-Val de Loire","571612","47.3070191, 0.5354805"
"Baule","Loiret","Centre-Val de Loire","574152","47.8117535, 1.668127"
"Villenave-d'Ornon","Gironde","Nouvelle-Aquitaine","581835","44.7683428, -0.5472574"
"Bassens","Gironde","Nouvelle-Aquitaine","581850","44.9012933, -0.5223144"
"Selles-sur-Cher","Loir-et-Cher","Centre-Val de Loire","576868","47.2816956, 1.5461989"
"Biganos","Gironde","Nouvelle-Aquitaine","582478","44.637384, -0.96621"
"Bègles","Gironde","Nouvelle-Aquitaine","581801","44.7995389, -0.5552495"
"Cadaujac","Gironde","Nouvelle-Aquitaine","582684","44.7520628, -0.5376186"
"Podensac","Gironde","Nouvelle-Aquitaine","582734","44.6489664, -0.3589057"
"Portets","Gironde","Nouvelle-Aquitaine","582718","44.6929765, -0.4253931"
"Cérons","Gironde","Nouvelle-Aquitaine","582742","44.632346, -0.340526"
"Gièvres","Loir-et-Cher","Centre-Val de Loire","576876","47.2787925, 1.6678267"
"Pamproux","Deux-Sèvres","Nouvelle-Aquitaine","485524","46.3996295, -0.051931"
"Dingé","Ille-et-Vilaine","Bretagne","478040","48.3507382, -1.6859729"
"Roscoff","Finistère","Bretagne","474635","48.7207491, -3.9833434"
"Gestel","Morbihan","Bretagne","476309","47.8029905, -3.4431341"
"Morlaix","Finistère","Bretagne","474338","48.57797, -3.832514"
"Saint-Georges-sur-Eure","Eure-et-Loir","Centre-Val de Loire","394403","48.4077566, 1.3734019"
"Bretoncelles","Orne","Normandie","394270","48.4326737, 0.8923825"
"Loupe","Eure-et-Loir","Centre-Val de Loire","394254","48.4737398, 1.0109416"
"Jouy","Eure-et-Loir","Centre-Val de Loire","394155","48.5102582, 1.5573972"
"Lucé","Eure-et-Loir","Centre-Val de Loire","394015","48.4366725, 1.4529681"
"Saint-Germain-sur-Avre","Eure","Normandie","393520","48.7585, 1.2572208"
"Versailles","Yvelines","Île-de-France","393157","48.8003635, 2.1288274"
"Jouy-en-Josas","Yvelines","Île-de-France","393504","48.770943, 2.1470148"
"Chaville","Hauts-de-Seine","Île-de-France","393207","48.8047497, 2.1882472"
"Orgerus","Yvelines","Île-de-France","393447","48.8267809, 1.7028344"
"Épinay-sur-Orge","Essonne","Île-de-France","393652","48.675859, 2.3339755"
"Meudon","Hauts-de-Seine","Île-de-France","393116","48.8190033, 2.2296743"
"Igny","Essonne","Île-de-France","393561","48.7399008, 2.2313626"
"Saint-Louis","Haut-Rhin","Grand Est","181016","47.6094781, 7.5312095"
"Breitenbach-Haut-Rhin","Haut-Rhin","Grand Est","182659","48.0285326, 7.1040522"
"Chevillon","Haute-Marne","Grand Est","175117","48.5245505, 5.1117843"
"Carignan","Ardennes","Grand Est","172353","49.6285736, 5.1684754"
"Revigny-sur-Ornain","Meuse","Grand Est","175018","48.8240449, 4.9855736"
"Liart","Ardennes","Grand Est","172544","49.7700597, 4.3355138"
"Altkirch","Haut-Rhin","Grand Est","182238","47.6270174, 7.2392493"
"Étain","Meuse","Grand Est","175794","49.2074907, 5.6398079"
"Lérouville","Meuse","Grand Est","175240","48.7972181, 5.5387053"
"Lutterbach","Haut-Rhin","Grand Est","534347","47.7582136, 7.276994"
"Niederbronn-les-Bains","Bas-Rhin","Grand Est","213256","48.9523989, 7.6341348"
"Soultz-sous-Forêts","Bas-Rhin","Grand Est","213421","48.9347687, 7.8827184"
"Obermodern-Zutzendorf","Bas-Rhin","Grand Est","213165","48.8426083, 7.547015"
"Kurtzenhouse","Bas-Rhin","Grand Est","213660","48.741862, 7.8130449"
"Rountzenheim","Bas-Rhin","Grand Est","212373","48.820435, 8.0119078"
"Roppenheim","Bas-Rhin","Grand Est","212415","48.8510962, 8.0623108"
"Weyersheim","Bas-Rhin","Grand Est","213678","48.7177903, 7.7971027"
"Wilwisheim","Bas-Rhin","Grand Est","212175","48.745831, 7.5077599"
"Bischheim","Bas-Rhin","Grand Est","212308","48.6118352, 7.7422165"
"Bitche","Moselle","Grand Est","193821","49.04838, 7.4321"
"Provenchères-et-Colroy","Vosges","Grand Est","144345","48.3046291, 7.0854904"
"Chalindrey","Haute-Marne","Grand Est","142125","47.8100902, 5.4432217"
"Raves","Vosges","Grand Est","144105","48.265723, 7.0378799"
"Hymont","Vosges","Grand Est","144220","48.2708192, 6.1402129"
"Houssière","Vosges","Grand Est","144196","48.1982842, 6.8772915"
"Saint-Léonard","Vosges","Grand Est","144477","48.2170818, 6.9415509"
"Biffontaine","Vosges","Grand Est","144188","48.2059398, 6.8071811"
"Damblain","Vosges","Grand Est","142497","48.0937645, 5.6563504"
"Saint-Germain-sur-Morin","Seine-et-Marne","Île-de-France","116731","48.8830205, 2.854057"
"Marseille","Bouches-du-Rhône","Provence-Alpes-Côte d'Azur","635581","43.2858384, 5.4845101"
"Nogent-sur-Marne","Val-de-Marne","Île-de-France","113746","48.838846, 2.494331"
"Bedous","Pyrénées-Atlantiques","Nouvelle-Aquitaine","672774","42.99589, -0.60348"
"Lizy-sur-Ourcq","Seine-et-Marne","Île-de-France","116632","49.021929, 3.031718"
"Joué-lès-Tours","Indre-et-Loire","Centre-Val de Loire","009696","47.3388167, 0.6528244"
"Longueville","Seine-et-Marne","Île-de-France","116137","48.513703, 3.249822"
"Provins","Seine-et-Marne","Île-de-France","116160","48.55577, 3.302822"
"Nangis","Seine-et-Marne","Île-de-France","116095","48.561336, 3.012619"
"Lurbe-Saint-Christau","Pyrénées-Atlantiques","Nouvelle-Aquitaine","672741","43.12099, -0.60408"
"Jarrie","Charente-Maritime","Nouvelle-Aquitaine","485185","46.12045, -1.02347"
"Romorantin-Lanthenay","Loir-et-Cher","Centre-Val de Loire","699223",""
"Sallaumines","Pas-de-Calais","Hauts-de-France","345215","50.4223266, 2.8556769"
"Meurchin","Pas-de-Calais","Hauts-de-France","345272","50.4970516, 2.8930903"
"Libercourt","Pas-de-Calais","Hauts-de-France","345256","50.48025, 3.00867"
"Longueil-Annel","Oise","Hauts-de-France","272195","49.4672441, 2.8634086"
"Esches","Oise","Hauts-de-France","272096","49.2125205, 2.1708125"
"Soisy-sous-Montmorency","Val-d'Oise","Île-de-France","276030","48.97975, 2.29189"
"Saint-Mard","Seine-et-Marne","Île-de-France","271536","49.03219, 2.69887"
"Courneuve","Seine-Saint-Denis","Île-de-France","271304","48.9242, 2.38443"
"Deuil-la-Barre","Val-d'Oise","Île-de-France","271171","48.96633, 2.31688"
"Sevran","Seine-Saint-Denis","Île-de-France","271445","48.94743, 2.52474"
"Ermont","Val-d'Oise","Île-de-France","534131","48.98032, 2.27176"
"Gennevilliers","Hauts-de-Seine","Île-de-France","271205","48.93368, 2.30699"
"Compans","Seine-et-Marne","Île-de-France","272047","48.9915767, 2.6652718"
"Meroux","Territoire de Belfort","Bourgogne-Franche-Comté","300822","47.585937, 6.897687"
"Cateau-Cambrésis","Nord","Hauts-de-France","295220","50.0914606, 3.5400454"
"Locquignol","Nord","Hauts-de-France","297523","50.1582852, 3.7434526"
"Amiens","Somme","Hauts-de-France","313080","49.8933575, 2.2837132"
"Leval","Nord","Hauts-de-France","295790","50.1845311, 3.8366811"
"Tergnier","Aisne","Hauts-de-France","296442","49.6591862, 3.2972491"
"Vervins","Aisne","Hauts-de-France","296129","49.8299236, 3.8936313"
"Longueau","Somme","Hauts-de-France","313049","49.86344, 2.35215"
"Voyenne","Aisne","Hauts-de-France","297150","49.7260708, 3.7202555"
"Appilly","Oise","Hauts-de-France","296459","49.5808826, 3.1221903"
"Saint-Blaise-la-Roche","Bas-Rhin","Grand Est","214742","48.4076094, 7.165329"
"Schirmeck","Bas-Rhin","Grand Est","214692","48.47973, 7.21594"
"Wisches","Bas-Rhin","Grand Est","214684","48.4982211, 7.2519246"
"Urmatt","Bas-Rhin","Grand Est","214635","48.5257763, 7.3385385"
"Rothau","Bas-Rhin","Grand Est","214726","48.4590026, 7.2074902"
"Flin","Meurthe-et-Moselle","Grand Est","141622","48.4327891, 6.1006981"
"Mareuil-sur-Ourcq","Oise","Hauts-de-France","116665","49.1355418, 3.075653"
"Romilly-sur-Seine","Aube","Grand Est","118158","48.514433, 3.728887"
"Champigneulles","Meurthe-et-Moselle","Grand Est","141085","48.73499, 6.16913"
"Thiaville-sur-Meurthe","Meurthe-et-Moselle","Grand Est","141432","48.4139874, 6.8102635"
"Xeuilley","Meurthe-et-Moselle","Grand Est","141549","48.5697134, 6.1022334"
"Ludres","Meurthe-et-Moselle","Grand Est","141481","48.6219545, 6.1709118"
"Frouard","Meurthe-et-Moselle","Grand Est","141077","48.75545, 6.14411"
"Crécy-la-Chapelle","Seine-et-Marne","Île-de-France","116749","48.8632544, 2.8830418"
"Crouy-sur-Ourcq","Seine-et-Marne","Île-de-France","116640","49.091821, 3.063081"
"Colombier-Fontaine","Doubs","Bourgogne-Franche-Comté","184556","47.4554849, 6.6890071"
"Champagney","Haute-Saône","Bourgogne-Franche-Comté","185348","47.7031399, 6.7012773"
"Chèvremont","Territoire de Belfort","Bourgogne-Franche-Comté","184259","47.6216292, 6.9214733"
"Voujeaucourt","Doubs","Bourgogne-Franche-Comté","184531","47.4789729, 6.7699667"
"Pays de Clerval","Doubs","Bourgogne-Franche-Comté","184622","47.3966577, 6.4920574"
"Héricourt","Haute-Saône","Bourgogne-Franche-Comté","184507","47.5729701, 6.7691977"
"Thann","Haut-Rhin","Grand Est","182881","47.8133155, 7.0938473"
"Montreux-Vieux","Haut-Rhin","Grand Est","184275","47.6178576, 7.0253947"
"Oderen","Haut-Rhin","Grand Est","182634","47.9118756, 6.9734829"
"Bantzenheim","Haut-Rhin","Grand Est","182840","47.8109675, 7.5038675"
"Luxeuil-les-Bains","Haute-Saône","Bourgogne-Franche-Comté","185595","47.8148606, 6.3726593"
"Corbenay","Haute-Saône","Bourgogne-Franche-Comté","185629","47.9138876, 6.3372988"
"Sierck-les-Bains","Moselle","Grand Est","191635","49.4440155, 6.3500946"
"Hombourg-Budange","Moselle","Grand Est","191353","49.2823957, 6.3507488"
"Maizières-lès-Metz","Moselle","Grand Est","191098","49.22492, 6.15946"
"Moyeuvre-Grande","Moselle","Grand Est","191718","49.246713, 6.043226"
"Metz","Moselle","Grand Est","192039","49.109545, 6.176593"
"Anzeling","Moselle","Grand Est","191387","49.2620718, 6.4602649"
"Apach","Moselle","Grand Est","191643","49.4439732, 6.3500923"
"Malling","Moselle","Grand Est","191627","49.42152, 6.302207"
"Wintzenheim","Haut-Rhin","Grand Est","181552","48.0758611, 7.2609746"
"Vitry-le-François","Marne","Grand Est","174276","48.718142, 4.587581"
"Saint-Dizier","Haute-Marne","Grand Est","175000","48.642404, 4.947855"
"Flaxlanden","Haut-Rhin","Grand Est","181040","47.6986924, 7.3044703"
"Tagolsheim","Haut-Rhin","Grand Est","181057","47.6549682, 7.2641437"
"Bartenheim","Haut-Rhin","Grand Est","182113","47.6349313, 7.4872561"
"Dannemarie","Haut-Rhin","Grand Est","182253","47.6275771, 7.124907"
"Sierentz","Haut-Rhin","Grand Est","182105","47.656047, 7.459142"
"Thann","Haut-Rhin","Grand Est","182568","47.8088208, 7.1069795"
"Verdun","Meuse","Grand Est","175778","49.165406, 5.379701"
"Charleville-Mézières","Ardennes","Grand Est","172007","49.767915, 4.724952"
"Rilly-la-Montagne","Marne","Grand Est","171595","49.1664524, 4.0408608"
"Mont-Notre-Dame","Aisne","Hauts-de-France","171355","49.2967797, 3.5764545"
"Coucy","Ardennes","Grand Est","172262","49.5238187, 4.4738775"
"Val-de-Vesle","Marne","Grand Est","171611","49.17792, 4.22221"
"Aubrives","Ardennes","Grand Est","172122","50.1044507, 4.7616512"
"Dormans","Marne","Grand Est","171512","49.0791611, 3.641709"
"Loivre","Marne","Grand Est","171728","49.3466786, 3.9906699"
"Fumay","Ardennes","Grand Est","172098","49.986048, 4.6926"
"Revin","Ardennes","Grand Est","172080","49.938756, 4.642536"
"Farébersviller","Moselle","Grand Est","193516","49.1181603, 6.8618926"
"Vandières","Meurthe-et-Moselle","Grand Est","192476","48.9521683, 6.0392275"
"Lauterbourg","Bas-Rhin","Grand Est","212464","48.9676973, 8.1826817"
"Dettwiller","Bas-Rhin","Grand Est","212183","48.7518969, 7.4652459"
"Teting-sur-Nied","Moselle","Grand Est","193342","49.051605, 6.6646267"
"Kilstett","Bas-Rhin","Grand Est","212324","48.6793065, 7.8549031"
"Montmédy","Meuse","Grand Est","194209","49.5228775, 5.3716718"
"Peltre","Moselle","Grand Est","192203","49.073877, 6.2220476"
"Woippy","Moselle","Grand Est","192088","49.1487965, 6.155621"
"Petit-Réderching","Moselle","Grand Est","193797","49.0493205, 7.2997305"
"Froncles","Haute-Marne","Grand Est","142240","48.2964154, 5.1419387"
"Donjeux","Haute-Marne","Grand Est","142273","48.3658544, 5.1482245"
"Dieulouard","Meurthe-et-Moselle","Grand Est","141812","48.843367, 6.071489"
"Marbache","Meurthe-et-Moselle","Grand Est","141796","48.8010405, 6.1091755"
"Chaumont","Haute-Marne","Grand Est","142000","48.10976, 5.1346"
"Charmes","Vosges","Grand Est","144055","48.378483, 6.301537"
"Mirecourt","Vosges","Grand Est","144212","48.299243, 6.129651"
"Pouxeux","Vosges","Grand Est","144428","48.1039421, 6.5810266"
"Éloyes","Vosges","Grand Est","144436","48.087067, 6.6001593"
"Poussay","Vosges","Grand Est","144204","48.3227513, 6.1264359"
"Paris","Paris","Île-de-France","686667","48.83917, 2.38278"
"Aigrefeuille-d'Aunis","Charente-Maritime","Nouvelle-Aquitaine","485193","46.09402, -0.95168"
"Boëssé-le-Sec","Sarthe","Pays de la Loire","396317","48.1221004, 0.5724063"
"Ferté-Bernard","Sarthe","Pays de la Loire","396325","48.1864887, 0.639711"
"Aubigné-Racan","Sarthe","Pays de la Loire","396572","47.686945, 0.2657714"
"Motteville","Seine-Maritime","Normandie","411280","49.6365717, 0.8497988"
"Serqueux","Seine-Maritime","Normandie","411470","49.6315093, 1.5395267"
"Écommoy","Sarthe","Pays de la Loire","396564","47.8246286, 0.2691867"
"Mayet","Sarthe","Pays de la Loire","396580","47.7601465, 0.2659384"
"Havre","Seine-Maritime","Normandie","413013","49.492996, 0.125677"
"Maromme","Seine-Maritime","Normandie","411249","49.479935, 1.050485"
"Paris","Paris","Île-de-France","391003","48.841172, 2.320514"
"Saint-Germain-en-Laye","Yvelines","Île-de-France","386052","48.9551835, 2.0919031"
"Suresnes","Hauts-de-Seine","Île-de-France","382374","48.87155, 2.22131"
"Sèvres","Hauts-de-Seine","Île-de-France","382341","48.82746, 2.20051"
"Nanterre","Hauts-de-Seine","Île-de-France","386318","48.90122, 2.2158277"
"Maisons-Laffitte","Yvelines","Île-de-France","386425","48.9456394, 2.1443153"
"Sartrouville","Yvelines","Île-de-France","386417","48.9379523, 2.1575173"
"Saint-Cloud","Hauts-de-Seine","Île-de-France","382358","48.84541, 2.21687"
"Vaucresson","Hauts-de-Seine","Île-de-France","382267","48.83688, 2.15255"
"Courbevoie","Hauts-de-Seine","Île-de-France","382200","48.89831, 2.24804"
"Magny","Eure-et-Loir","Centre-Val de Loire","394429","48.3342906, 1.2811066"
"Domfront-en-Champagne","Sarthe","Pays de la Loire","396200","48.1076766, 0.0262592"
"Saint-Piat","Eure-et-Loir","Centre-Val de Loire","394148","48.5429526, 1.5904889"
"Montbizot","Sarthe","Pays de la Loire","396044","48.151513, 0.1908607"
"Épernon","Eure-et-Loir","Centre-Val de Loire","394114","48.6052471, 1.6812578"
"Teillé","Sarthe","Pays de la Loire","396051","48.1812341, 0.1913397"
"Conlie","Sarthe","Pays de la Loire","396218","48.1272909, -0.0113736"
"Chilly-Mazarin","Essonne","Île-de-France","393637","48.7004413, 2.3081837"
"Longjumeau","Essonne","Île-de-France","393611","48.7020364, 2.2943957"
"Trappes","Yvelines","Île-de-France","393835","48.7751158, 2.0066335"
"Ferrières-en-Bray","Seine-Maritime","Normandie","381293","49.4813674, 1.7380891"
"Chanteloup-les-Vignes","Yvelines","Île-de-France","381475","48.97095, 2.02771"
"Courbevoie","Hauts-de-Seine","Île-de-France","382002","48.90592, 2.26838"
"Herblay","Val-d'Oise","Île-de-France","381889","48.99042, 2.16208"
"Limay","Yvelines","Île-de-France","381582","48.9841, 1.74731"
"Mollkirch","Bas-Rhin","Grand Est","214627","48.5273135, 7.381426"
"Entzheim","Bas-Rhin","Grand Est","214528","48.54699, 7.62794"
"Lingolsheim","Bas-Rhin","Grand Est","214502","48.5594092, 7.6781143"
"Gertwiller","Bas-Rhin","Grand Est","214254","48.4133621, 7.4663166"
"Matzenheim","Bas-Rhin","Grand Est","214130","48.3987556, 7.6196003"
"Duppigheim","Bas-Rhin","Grand Est","214536","48.5439674, 7.5868091"
"Dorlisheim","Bas-Rhin","Grand Est","214338","48.5249915, 7.4930546"
"Erstein","Bas-Rhin","Grand Est","214148","48.4229857, 7.6387869"
"Rosheim","Bas-Rhin","Grand Est","214320","48.50525, 7.49093"
"Nançois-sur-Ornain","Meuse","Grand Est","175067","48.7180423, 5.2912016"
"Vireux-Molhain","Ardennes","Grand Est","172114","50.0827968, 4.7233909"
"Colmar","Haut-Rhin","Grand Est","181222","48.0816399, 7.3453397"
"Pagny-sur-Meuse","Meuse","Grand Est","175828","48.6965426, 5.7336468"
"Bayard-sur-Marne","Haute-Marne","Grand Est","175133","48.5520296, 5.0754439"
"Wittelsheim","Haut-Rhin","Grand Est","181131","47.7808232, 7.2247908"
"Monthermé","Ardennes","Grand Est","172056","49.865621, 4.74053"
"Walheim","Haut-Rhin","Grand Est","181065","47.6416406, 7.2633202"
"Commercy","Meuse","Grand Est","175257","48.765749, 5.58861"
"Clermont-en-Argonne","Meuse","Grand Est","175737","49.10645, 5.06506"
"Jonchery-sur-Vesle","Marne","Grand Est","171314","49.290057, 3.819422"
"Reims","Marne","Grand Est","171272","49.2336853, 4.0224927"
"Bezannes","Marne","Grand Est","171926","49.214806, 3.994632"
"Martigny-les-Bains","Vosges","Grand Est","144295","48.1086889, 5.8255764"
"Nouzonville","Ardennes","Grand Est","172023","49.8120125, 4.7428155"
"Lusse","Vosges","Grand Est","144329","48.2898717, 7.0767025"
"Contrexéville","Vosges","Grand Est","144287","48.1796129, 5.890633"
"Saint-Nabord","Vosges","Grand Est","146217","48.0461722, 6.5818945"
"Épernay","Marne","Grand Est","171553","49.046289, 3.959798"
"Arches","Vosges","Grand Est","144410","48.1198133, 6.5283085"
"Belfort","Territoire de Belfort","Bourgogne-Franche-Comté","184242","47.6480822, 6.8462281"
"Courcelles-sur-Nied","Moselle","Grand Est","192211","49.0634035, 6.3109926"
"Montbéliard","Doubs","Bourgogne-Franche-Comté","184523","47.5105086, 6.8013763"
"Novéant-sur-Moselle","Moselle","Grand Est","192427","49.028635, 6.052101"
"Kœnigsmacker","Moselle","Grand Est","191619","49.3965538, 6.2735503"
"Metzervisse","Moselle","Grand Est","191338","49.3179579, 6.2838554"
"Freistroff","Moselle","Grand Est","191395","49.2780593, 6.4926709"
"Bénestroff","Moselle","Grand Est","192302","48.90656, 6.75266"
"Basse-Ham","Moselle","Grand Est","191601","49.3805708, 6.2348709"
"Hagondange","Moselle","Grand Est","191114","49.25356, 6.16448"
"Herrlisheim-près-Colmar","Haut-Rhin","Grand Est","182329","48.0166417, 7.3206381"
"Vieux-Thann","Haut-Rhin","Grand Est","181289","47.8020615, 7.1326428"
"Willer-sur-Thur","Haut-Rhin","Grand Est","182584","47.8425494, 7.0693196"
"Bitschwiller-lès-Thann","Haut-Rhin","Grand Est","182576","47.8273719, 7.078514"
"Saint-Louis","Haut-Rhin","Grand Est","182139","47.5906094, 7.5559882"
"Fellering","Haut-Rhin","Grand Est","182618","47.8899651, 6.997519"
"Wintzenheim","Haut-Rhin","Grand Est","182345","48.087299, 7.3206082"
"Mulhouse","Haut-Rhin","Grand Est","182063","47.742224, 7.342396"
"Moosch","Haut-Rhin","Grand Est","182592","47.8607454, 7.0507631"
"Kruth","Haut-Rhin","Grand Est","182642","47.92396, 6.9690938"
"Jarny","Meurthe-et-Moselle","Grand Est","192666","49.1662895, 5.8681853"
"Dommary-Baroncourt","Meuse","Grand Est","192658","49.2845332, 5.6997387"
"Saint-Avold","Moselle","Grand Est","193318","49.085873, 6.7206141"
"Faulquemont","Moselle","Grand Est","193359","49.0453391, 6.6039774"
"Hatrize","Meurthe-et-Moselle","Grand Est","192724","49.1934741, 5.9071141"
"Strasbourg","Bas-Rhin","Grand Est","212027","48.584967, 7.734584"
"Longwy","Meurthe-et-Moselle","Grand Est","194001","49.5129923, 5.7696358"
"Hundling","Moselle","Grand Est","193540","49.1066949, 6.9775394"
