"Commune","Departement","Region","Code_UIC","WGS_84"
"Hesdin","Pas-de-Calais","Hauts-de-France","317222","50.378286, 2.0351881"
"Wacquemoulin","Oise","Hauts-de-France","316208","49.5032575, 2.6116581"
"Chépy","Somme","Hauts-de-France","317495","50.0682219, 1.6358275"
"Heilly","Somme","Hauts-de-France","316059","49.9435191, 2.5396593"
"Daours","Somme","Hauts-de-France","315044","49.899267, 2.4590533"
"Avignon","Vaucluse","Provence-Alpes-Côte d'Azur","981902","43.921586, 4.786079"
"Longpré-les-Corps-Saints","Somme","Hauts-de-France","313122","50.01128, 2.00277"
"Verneuil-sur-Serre","Aisne","Hauts-de-France","297119","49.6486805, 3.6677085"
"Rousies","Nord","Hauts-de-France","297515","50.2798638, 4.010967"
"Barenton-Bugny","Aisne","Hauts-de-France","297291","49.6307907, 3.6559914"
"Ailly-sur-Noye","Somme","Hauts-de-France","313221","49.75448, 2.36419"
"Crépy","Aisne","Hauts-de-France","296152","49.6233401, 3.5167165"
"Pont-Remy","Somme","Hauts-de-France","313130","50.0472341, 1.8988404"
"Faloise","Somme","Hauts-de-France","313239","49.696527, 2.3485813"
"Corbie","Somme","Hauts-de-France","313056","49.9116183, 2.4996846"
"Boves","Somme","Hauts-de-France","313213","49.8462355, 2.3981165"
"Marseille-en-Beauvaisis","Oise","Hauts-de-France","313726","49.5709066, 1.9546349"
"Saint-Sulpice","Oise","Hauts-de-France","313684","49.3473824, 2.1164133"
"Estrées-Saint-Denis","Oise","Hauts-de-France","313387","49.4382161, 2.642402"
"Berthecourt","Oise","Hauts-de-France","313585","49.3544055, 2.2416554"
"Cires-lès-Mello","Oise","Hauts-de-France","313551","49.2717956, 2.3601903"
"Feuquières","Oise","Hauts-de-France","313742","49.6545751, 1.8305169"
"Formerie","Oise","Hauts-de-France","313833","49.6542178, 1.7229081"
"Remy","Oise","Hauts-de-France","313403","49.4331452, 2.7059434"
"Tricot","Oise","Hauts-de-France","313353","49.5619878, 2.5815586"
"Ham","Somme","Hauts-de-France","313494","49.73985, 3.07052"
"Nortkerque","Pas-de-Calais","Hauts-de-France","287292","50.8829544, 2.0231501"
"Dompierre-sur-Helpe","Nord","Hauts-de-France","295774","50.146144, 3.871144"
"Maubeuge","Nord","Hauts-de-France","295543","50.2655833, 3.93961"
"Aulnoye-Aymeries","Nord","Hauts-de-France","295600","50.19749, 3.84337"
"Avesnelles","Nord","Hauts-de-France","295725","50.1185513, 3.9485876"
"Berlaimont","Nord","Hauts-de-France","295808","50.1980095, 3.8105316"
"Avesnes-sur-Helpe","Nord","Hauts-de-France","295733","50.12674, 3.93295"
"Fourmies","Nord","Hauts-de-France","295048","50.01541, 4.05357"
"Anor","Nord","Hauts-de-France","295055","49.984892, 4.0929803"
"Anstaing","Nord","Hauts-de-France","287219","50.6040201, 3.1933039"
"Longueil-Sainte-Marie","Oise","Hauts-de-France","276303","49.3425377, 2.7175537"
"Saint-Leu-d'Esserent","Oise","Hauts-de-France","276402","49.2140819, 2.4177845"
"Orry-la-Ville","Oise","Hauts-de-France","276287","49.126985, 2.5058656"
"Rieux","Oise","Hauts-de-France","276352","49.29866, 2.5214"
"Deuil-la-Barre","Val-d'Oise","Île-de-France","276345","48.97589, 2.33785"
"Fosses","Val-d'Oise","Île-de-France","276261","49.09961, 2.52527"
"Courcelles-le-Comte","Pas-de-Calais","Hauts-de-France","342063","50.1694124, 2.7880351"
"Aubigny-en-Artois","Pas-de-Calais","Hauts-de-France","342246","50.35297, 2.5928045"
"Boisleux-au-Mont","Pas-de-Calais","Hauts-de-France","342071","50.2104665, 2.771855"
"Cesson-Sévigné","Ille-et-Vilaine","Bretagne","334490","48.11281, -1.60211"
"Pleudaniel","Côtes-d'Armor","Bretagne","322347","48.7485663, -3.1348766"
"Miraumont","Somme","Hauts-de-France","342030","50.0958521, 2.7344755"
"Thésée","Loir-et-Cher","Centre-Val de Loire","328195","47.322271, 1.3120568"
"Frévin-Capelle","Pas-de-Calais","Hauts-de-France","342212","50.3473177, 2.6338262"
"Montluçon","Allier","Auvergne-Rhône-Alpes","323675","46.3355913, 2.6115119"
"Saint-Ouen-l'Aumône","Val-d'Oise","Île-de-France","337980","49.0338707, 2.1279345"
"Éperlecques","Pas-de-Calais","Hauts-de-France","281436","50.8254043, 2.2079599"
"Saint-Omer","Pas-de-Calais","Hauts-de-France","281444","50.7536204, 2.2667624"
"Bornel","Oise","Hauts-de-France","276717","49.19471, 2.20717"
"Ribécourt-Dreslincourt","Oise","Hauts-de-France","276766","49.50633, 2.92714"
"Montataire","Oise","Hauts-de-France","276618","49.2510365, 2.4362155"
"Arnèke","Nord","Hauts-de-France","281121","50.831522, 2.4083063"
"Bruyères-sur-Oise","Val-d'Oise","Île-de-France","276451","49.1552098, 2.3259636"
"Presles","Val-d'Oise","Île-de-France","276501","49.11346, 2.28759"
"Ermont","Val-d'Oise","Île-de-France","276584","48.9898, 2.26323"
"Taverny","Val-d'Oise","Île-de-France","276634","49.02536, 2.22187"
"Vénissieux","Rhône","Auvergne-Rhône-Alpes","723320","45.705551, 4.888109"
"Vienne","Isère","Auvergne-Rhône-Alpes","722587","45.521207, 4.874211"
"Toulouse","Haute-Garonne","Occitanie","353599","43.5997881, 1.3718548"
"Lavilletertre","Oise","Hauts-de-France","381202","49.2024666, 1.9206361"
"Trie-Château","Oise","Hauts-de-France","381236","49.2827168, 1.8180386"
"Wambaix","Nord","Hauts-de-France","345595","50.1338767, 3.3114074"
"Bertry","Nord","Hauts-de-France","345553","50.0911265, 3.4489955"
"Cambrai","Nord","Hauts-de-France","345520","50.17662, 3.24118"
"Sérifontaine","Oise","Hauts-de-France","381269","49.3572878, 1.7639818"
"Paris","Paris","Île-de-France","381020","48.877983, 2.284516"
"Nanteuil-le-Haudouin","Oise","Hauts-de-France","271577","49.14275, 2.79459"
"Tieffenbach","Bas-Rhin","Grand Est","215699","48.9062169, 7.25527"
"Ormoy-Villers","Oise","Hauts-de-France","271585","49.2003204, 2.8379502"
"Lille","Nord","Hauts-de-France","223263","50.639224, 3.075796"
"Lutzelbourg","Moselle","Grand Est","215160","48.7299065, 7.2516808"
"Tremblay-en-France","Seine-Saint-Denis","Île-de-France","271460","49.00956, 2.56135"
"Villepinte","Seine-Saint-Denis","Île-de-France","271486","48.97334, 2.51382"
"Saint-Ouen","Seine-Saint-Denis","Île-de-France","271247","48.90531, 2.32257"
"Drancy","Seine-Saint-Denis","Île-de-France","271403","48.93298, 2.45497"
"","","","697326",""
"Saint-Remy-en-l'Eau","Oise","Hauts-de-France","313288","49.4681726, 2.4258609"
"Origny-en-Thiérache","Aisne","Hauts-de-France","296145","49.8906693, 4.0241558"
"Méricourt-l'Abbé","Somme","Hauts-de-France","313064","49.9556384, 2.5726254"
"Ailly-sur-Somme","Somme","Hauts-de-France","313098","49.92838, 2.20059"
"Montescourt-Lizerolles","Aisne","Hauts-de-France","296418","49.7380842, 3.2519756"
"Saint-Hilaire-sur-Helpe","Nord","Hauts-de-France","297531","50.1319709, 3.9140099"
"Mennessis","Aisne","Hauts-de-France","296434","49.6915989, 3.2711145"
"Avrechy","Oise","Hauts-de-France","313296","49.4446439, 2.4179608"
"Albert","Somme","Hauts-de-France","313072","50.00546, 2.64453"
"Ingersheim","Haut-Rhin","Grand Est","303875","48.0888721, 7.2976143"
"Blangy-sur-Ternoise","Pas-de-Calais","Hauts-de-France","317248","50.424669, 2.1721585"
"Feuquières-en-Vimeu","Somme","Hauts-de-France","317503","50.0632646, 1.5890574"
"Ham-en-Artois","Pas-de-Calais","Hauts-de-France","342261","50.5900401, 2.4657764"
"Fouquereuil","Pas-de-Calais","Hauts-de-France","342204","50.5255091, 2.6074449"
"Steenbecque","Nord","Hauts-de-France","342295","50.6806568, 2.510089"
"Rœux","Pas-de-Calais","Hauts-de-France","342089","50.3034404, 2.8950172"
"Beuvrages","Nord","Hauts-de-France","343160","50.3894892, 3.5061396"
"Thiennes","Nord","Hauts-de-France","342287","50.6523561, 2.4729218"
"Isbergues","Pas-de-Calais","Hauts-de-France","342279","50.61399, 2.46277"
"Hœnheim","Bas-Rhin","Grand Est","338517","48.6285976, 7.7581387"
"Étaples","Pas-de-Calais","Hauts-de-France","317065","50.51686, 1.64231"
"Camiers","Pas-de-Calais","Hauts-de-France","317081","50.5759062, 1.614825"
"Ferques","Pas-de-Calais","Hauts-de-France","316687","50.8163364, 1.7722209"
"Hargicourt","Somme","Hauts-de-France","313338","49.7138593, 2.5317673"
"Villers-Bretonneux","Somme","Hauts-de-France","313437","49.86295, 2.52141"
"Longroy","Seine-Maritime","Normandie","313817","49.9818917, 1.5526598"
"Marcelcave","Somme","Hauts-de-France","313445","49.8532165, 2.5819031"
"Cramoisy","Oise","Hauts-de-France","313544","49.256625, 2.40489"
"Montdidier","Somme","Hauts-de-France","313346","49.64147, 2.563"
"Beauvais","Oise","Hauts-de-France","313510","49.42648, 2.08869"
"Rantigny","Oise","Hauts-de-France","276212","49.32471, 2.44532"
"Laigneville","Oise","Hauts-de-France","276204","49.29276, 2.44894"
"Coyolles","Aisne","Hauts-de-France","271601","49.2339406, 2.9885685"
"Longpont","Aisne","Hauts-de-France","271775","49.2726851, 3.2301676"
"Soissons","Aisne","Hauts-de-France","271817","49.3691983, 3.3381259"
"Franconville","Val-d'Oise","Île-de-France","276071","48.99358, 2.23514"
"Thieux","Seine-et-Marne","Île-de-France","272054","49.0084346, 2.6805271"
"Villaines-sous-Bois","Val-d'Oise","Île-de-France","272021","49.0798273, 2.3513736"
"Sannois","Val-d'Oise","Île-de-France","276188","48.97016, 2.26377"
"Seugy","Val-d'Oise","Île-de-France","272039","49.1189923, 2.3989116"
"Meux","Oise","Hauts-de-France","276733","49.3594029, 2.7532645"
"Villers-Saint-Paul","Oise","Hauts-de-France","276378","49.2825762, 2.4899067"
"Précy-sur-Oise","Oise","Hauts-de-France","276410","49.2033492, 2.3764638"
"Compiègne","Oise","Hauts-de-France","276691","49.422005, 2.823679"
"Saint-Brice-sous-Forêt","Val-d'Oise","Île-de-France","276386","48.99529, 2.36867"
"Méry-sur-Oise","Val-d'Oise","Île-de-France","276667","49.05766, 2.19074"
"Persan","Val-d'Oise","Île-de-France","276469","49.14795, 2.27914"
"Frépillon","Val-d'Oise","Île-de-France","276659","49.0462, 2.19717"
"Luzarches","Val-d'Oise","Île-de-France","276576","49.11719, 2.42074"
"Groslay","Val-d'Oise","Île-de-France","276360","48.98462, 2.35358"
"Coudekerque-Branche","Nord","Hauts-de-France","281402","51.0177069, 2.3751425"
"Saint-André-lez-Lille","Nord","Hauts-de-France","286195","50.6544842, 3.0475916"
"Croix","Nord","Hauts-de-France","281055","50.6872009, 3.1516591"
"Wambrechies","Nord","Hauts-de-France","286229","50.6812648, 3.0402974"
"Lille","Nord","Hauts-de-France","286062","50.6226402, 3.1149328"
"Hazebrouck","Nord","Hauts-de-France","286302","50.72501, 2.54129"
"Tourcoing","Nord","Hauts-de-France","286542","50.71683, 3.16804"
"Phalempin","Nord","Hauts-de-France","286500","50.5154, 3.0199"
"Pimprez","Oise","Hauts-de-France","276774","49.5341405, 2.9540017"
"Thourotte","Oise","Hauts-de-France","276741","49.4760722, 2.8830021"
"Sin-le-Noble","Nord","Hauts-de-France","345405","50.356612, 3.112777"
"Bauvin","Nord","Hauts-de-France","345280","50.51168, 2.9054"
"Brunémont","Nord","Hauts-de-France","345439","50.2783197, 3.1453509"
"Bouchain","Nord","Hauts-de-France","345389","50.2780892, 3.3319096"
"Lourches","Nord","Hauts-de-France","343475","50.3102834, 3.3434016"
"Raismes","Nord","Hauts-de-France","343319","50.3902495, 3.4788322"
"Ostricourt","Nord","Hauts-de-France","345249","50.44542, 3.03244"
"Cantin","Nord","Hauts-de-France","345413","50.3124545, 3.121943"
"Somain","Nord","Hauts-de-France","345314","50.3557, 3.27738"
"Douai","Nord","Hauts-de-France","345009","50.371677, 3.089986"
"Lille","Nord","Hauts-de-France","287250","50.6119054, 3.075837"
"Ruminghem","Pas-de-Calais","Hauts-de-France","287300","50.8620636, 2.1576706"
"Villeneuve-d'Ascq","Nord","Hauts-de-France","286856","50.6227708, 3.1475351"
"Louvroil","Nord","Hauts-de-France","295535","50.2683469, 3.9535768"
"Deûlémont","Nord","Hauts-de-France","287185","50.7159172, 2.9933077"
"Bouvines","Nord","Hauts-de-France","287235","50.5737864, 3.2021971"
"Villeneuve-d'Ascq","Nord","Hauts-de-France","286864","50.6218591, 3.1598992"
"Rosult","Nord","Hauts-de-France","286567","50.4563667, 3.3490115"
"Nomain","Nord","Hauts-de-France","286609","50.5023744, 3.2063499"
"Ors","Nord","Hauts-de-France","295667","50.1031718, 3.626754"
"Sennecey-le-Grand","Saône-et-Loire","Bourgogne-Franche-Comté","725614","46.6406445, 4.874316"
"Saint-André-de-Corcy","Ain","Auvergne-Rhône-Alpes","723734","45.925911, 4.948846"
"Mâcon","Saône-et-Loire","Bourgogne-Franche-Comté","725689","46.302572, 4.824887"
"Pont-de-Veyle","Ain","Auvergne-Rhône-Alpes","725804","46.2679114, 4.8930347"
"Échirolles","Isère","Auvergne-Rhône-Alpes","725895","45.153022, 5.718943"
"Beynost","Ain","Auvergne-Rhône-Alpes","723544","45.833915, 5.006969"
"Vonnas","Ain","Auvergne-Rhône-Alpes","725820","46.2272852, 4.9916677"
"Saint-Germain-au-Mont-d'Or","Rhône","Auvergne-Rhône-Alpes","721282","45.888352, 4.804265"
"Saint-Georges-de-Reneins","Rhône","Auvergne-Rhône-Alpes","721340","46.0621952, 4.7188908"
"Tassin-la-Demi-Lune","Rhône","Auvergne-Rhône-Alpes","721506","45.7657162, 4.7795238"
"Mamirolle","Doubs","Bourgogne-Franche-Comté","718510","47.1998712, 6.1617411"
"Lyon","Rhône","Auvergne-Rhône-Alpes","721175","45.766078, 4.804631"
"Avoudrey","Doubs","Bourgogne-Franche-Comté","718551","47.1298359, 6.434573"
"Gilley","Doubs","Bourgogne-Franche-Comté","718577","47.0500626, 6.4925676"
"Mouchard","Jura","Bourgogne-Franche-Comté","718833","46.976911, 5.799644"
"Quincieux","Rhône","Auvergne-Rhône-Alpes","721290","45.9068815, 4.7785643"
"Arbresle","Rhône","Auvergne-Rhône-Alpes","721431","45.833299, 4.618319"
"Chaumusse","Jura","Bourgogne-Franche-Comté","715391","46.6048753, 5.9613342"
"Chaux-des-Crotenay","Jura","Bourgogne-Franche-Comté","715383","46.6545926, 5.9438595"
"Sainte-Colombe","Doubs","Bourgogne-Franche-Comté","715151","46.879207, 6.2659748"
"Champagnole","Jura","Bourgogne-Franche-Comté","715326","46.7492981, 5.9100314"
"Ruffey-lès-Echirey","Côte-d'Or","Bourgogne-Franche-Comté","713826","47.370587, 5.079358"
"Pontarlier","Doubs","Bourgogne-Franche-Comté","715003","46.900944, 6.353524"
"Louhans","Saône-et-Loire","Bourgogne-Franche-Comté","713735","46.6309, 5.2174853"
"Morbier","Jura","Bourgogne-Franche-Comté","715433","46.5392164, 6.0176446"
"Chagny","Saône-et-Loire","Bourgogne-Franche-Comté","713578","46.907269, 4.749682"
"Saône","Doubs","Bourgogne-Franche-Comté","718502","47.2097669, 6.1013089"
"Labège","Haute-Garonne","Occitanie","612028","43.5305367, 1.5329207"
"Lamagistère","Tarn-et-Garonne","Occitanie","611855","44.1267231, 0.8255002"
"Isle-Jourdain","Gers","Occitanie","611806","43.617185, 1.089829"
"Laguépie","Tarn-et-Garonne","Occitanie","613471","44.1455256, 1.9692195"
"Toulouse","Haute-Garonne","Occitanie","611939","43.5966262, 1.3839252"
"Malause","Tarn-et-Garonne","Occitanie","611871","44.0882672, 0.9716854"
"Capdenac-Gare","Aveyron","Occitanie","613109","44.5782458, 2.0779632"
"Moissac","Tarn-et-Garonne","Occitanie","611889","44.1024178, 1.077345"
"Bram","Aude","Occitanie","615054","43.2441014, 2.1191467"
"Toulouse","Haute-Garonne","Occitanie","611954","43.6354791, 1.439154"
"Périgueux","Dordogne","Nouvelle-Aquitaine","595504","45.1783328, 0.7336349"
"Toulouse","Haute-Garonne","Occitanie","611004","43.611206, 1.453616"
"Lestelle-de-Saint-Martory","Haute-Garonne","Occitanie","611111","43.1188355, 0.9132139"
"Mourioux-Vieilleville","Creuse","Nouvelle-Aquitaine","597633","46.0910959, 1.6736439"
"Felletin","Creuse","Nouvelle-Aquitaine","597849","45.8864021, 2.169543"
"Bonneville-sur-Iton","Eure","Normandie","387142","48.9884615, 1.035014"
"Morre","Doubs","Bourgogne-Franche-Comté","391300","47.2259417, 6.0673029"
"Saint-Germain-en-Laye","Yvelines","Île-de-France","382804","48.9032098, 2.0733132"
"Étang-la-Ville","Yvelines","Île-de-France","382481","48.8677671, 2.0509372"
"Verneuil-sur-Seine","Yvelines","Île-de-France","386656","48.9811884, 1.9828731"
"Versailles","Yvelines","Île-de-France","393009","48.7958264, 2.1358827"
"Épône","Yvelines","Île-de-France","386763","48.9631225, 1.8085932"
"Paris","Paris","Île-de-France","393041","48.8625705, 2.3010287"
"Mureaux","Yvelines","Île-de-France","386680","48.9927897, 1.9129871"
"Clamart","Hauts-de-Seine","Île-de-France","391565","48.813844, 2.2733273"
"Conflans-Sainte-Honorine","Yvelines","Île-de-France","381897","48.99646, 2.09783"
"Cormeilles-en-Parisis","Val-d'Oise","Île-de-France","381863","48.96864, 2.19358"
"Conflans-Sainte-Honorine","Yvelines","Île-de-France","381459","48.98931, 2.07465"
"Argenteuil","Val-d'Oise","Île-de-France","381798","48.95042, 2.23088"
"Saint-Cloud","Hauts-de-Seine","Île-de-France","382366","48.85645, 2.21636"
"Argenteuil","Val-d'Oise","Île-de-France","381848","48.94686, 2.25727"
"Gargenville","Yvelines","Île-de-France","381566","48.98318, 1.8089"
"Juziers","Yvelines","Île-de-France","381558","48.99244, 1.84579"
"Trith-Saint-Léger","Nord","Hauts-de-France","343400","50.3318146, 3.4893247"
"Chaumont-en-Vexin","Oise","Hauts-de-France","381228","49.26139, 1.87274"
"Billy-Montigny","Pas-de-Calais","Hauts-de-France","345140","50.41556, 2.91206"
"Colomiers","Haute-Garonne","Occitanie","353581","43.6024594, 1.3528032"
"Liévin","Pas-de-Calais","Hauts-de-France","345041","50.434139, 2.7716316"
"Maurois","Nord","Hauts-de-France","345546","50.0674506, 3.4562554"
"Paris","Paris","Île-de-France","381046","48.8644077, 2.272238"
"Paris","Paris","Île-de-France","381111","48.88755, 2.31425"
"Us","Val-d'Oise","Île-de-France","381178","49.09969, 1.97076"
"Pont-Sainte-Maxence","Oise","Hauts-de-France","276329","49.30974, 2.60289"
"Orry-la-Ville","Oise","Hauts-de-France","276279","49.13895, 2.49"
"Boran-sur-Oise","Oise","Hauts-de-France","276444","49.1671348, 2.362537"
"Chevrières","Oise","Hauts-de-France","276311","49.3373064, 2.6828025"
"Saint-Leu-la-Forêt","Val-d'Oise","Île-de-France","276600","49.01571, 2.24264"
"Champagne-sur-Oise","Val-d'Oise","Île-de-France","276519","49.13573, 2.24156"
"Ermont","Val-d'Oise","Île-de-France","276592","48.99682, 2.2588"
"Parmain","Val-d'Oise","Île-de-France","276527","49.11482, 2.20976"
"Butry-sur-Oise","Val-d'Oise","Île-de-France","276535","49.09182, 2.20238"
"Viarmes","Val-d'Oise","Île-de-France","276568","49.11692, 2.36838"
"Templemars","Nord","Hauts-de-France","286526","50.5793139, 3.051975"
"Marquette-lez-Lille","Nord","Hauts-de-France","287169","50.6724025, 3.0510262"
"Lille","Nord","Hauts-de-France","286005","50.636577, 3.06987"
"Ennevelin","Nord","Hauts-de-France","287276","50.5492981, 3.1586612"
"Tressin","Nord","Hauts-de-France","286740","50.6118114, 3.1895634"
"Cysoing","Nord","Hauts-de-France","286781","50.5620393, 3.2098913"
"Genech","Nord","Hauts-de-France","286807","50.5306894, 3.2205033"
"Wavrin","Nord","Hauts-de-France","286419","50.57443, 2.93672"
"Paris","Paris","Île-de-France","281899","48.87478, 2.32862"
"Paris","Paris","Île-de-France","281873","48.87986, 2.35835"
"Saint-Just-en-Chaussée","Oise","Hauts-de-France","313270","49.50364, 2.42949"
"Flavy-le-Martel","Aisne","Hauts-de-France","296871","49.7187375, 3.1905076"
"Clacy-et-Thierret","Aisne","Hauts-de-France","296178","49.5439229, 3.5766816"
"Saint-Quentin","Aisne","Hauts-de-France","296004","49.8400482, 3.2970089"
"Marle","Aisne","Hauts-de-France","296095","49.747192, 3.7695801"
"Busigny","Nord","Hauts-de-France","296244","50.0397236, 3.4461174"
"Versigny","Aisne","Hauts-de-France","296608","49.6574494, 3.4335692"
"Gannes","Oise","Hauts-de-France","313262","49.5723315, 2.4370074"
"Fère","Aisne","Hauts-de-France","296632","49.65802, 3.36981"
"Chauny","Aisne","Hauts-de-France","296616","49.61119, 3.22354"
"Grande-Synthe","Nord","Hauts-de-France","281311","51.0026884, 2.3133547"
"Bruges","Gironde","Nouvelle-Aquitaine","581736","44.8870124, -0.609445"
"Beautiran","Gironde","Nouvelle-Aquitaine","582700","44.701041, -0.45017"
"Libourne","Gironde","Nouvelle-Aquitaine","584052","44.915888, -0.236344"
"Arcachon","Gironde","Nouvelle-Aquitaine","582668","44.659009, -1.16523"
"Lalinde","Dordogne","Nouvelle-Aquitaine","584425","44.836574, 0.7036282"
"Villeneuve-la-Comtesse","Charente-Maritime","Nouvelle-Aquitaine","491258","46.0986599, -0.5130717"
"Sainte-Eulalie","Gironde","Nouvelle-Aquitaine","491282","44.8978327, -0.4939737"
"Saujon","Charente-Maritime","Nouvelle-Aquitaine","491811","45.6665019, -0.9300187"
"Cercottes","Loiret","Centre-Val de Loire","543033","47.9861553, 1.8849813"
"Orléans","Loiret","Centre-Val de Loire","543009","47.90796, 1.904666"
"Toulouse","Haute-Garonne","Occitanie","497461","43.5730877, 1.4195801"
"Dourdan","Essonne","Île-de-France","540179","48.535314, 1.994908"
"Saint-Gilles-Croix-de-Vie","Vendée","Pays de la Loire","486571","46.696466, -1.941296"
"Saint-André-de-Cubzac","Gironde","Nouvelle-Aquitaine","491241","44.991255, -0.440479"
"Rosiers-sur-Loire","Maine-et-Loire","Pays de la Loire","487876","47.3625386, -0.2205371"
"Val de Virvée","Gironde","Nouvelle-Aquitaine","491233","45.0151419, -0.4198843"
"Montreuil-Bellay","Maine-et-Loire","Pays de la Loire","487637","47.1254181, -0.1482834"
"Loire-Authion","Maine-et-Loire","Pays de la Loire","487843","47.4342356, -0.4000426"
"Jonzac","Charente-Maritime","Nouvelle-Aquitaine","491142","45.4387456, -0.44164"
"Gauriaguet","Gironde","Nouvelle-Aquitaine","491225","45.0542936, -0.3992689"
"Chantonnay","Vendée","Pays de la Loire","486332","46.6898472, -1.0544144"
"Fougeré","Vendée","Pays de la Loire","486316","46.6653044, -1.2319718"
"Ingrandes-Le Fresne sur Loire","Maine-et-Loire","Pays de la Loire","484360","47.4056382, -0.9210198"
"Tonnay-Charente","Charente-Maritime","Nouvelle-Aquitaine","485151","45.9433989, -0.8978981"
"Étriché","Maine-et-Loire","Pays de la Loire","484154","47.6567082, -0.4608993"
"Angers","Maine-et-Loire","Pays de la Loire","484006","47.464647, -0.55682"
"Surgères","Charente-Maritime","Nouvelle-Aquitaine","485227","46.113238, -0.762284"
"Chalonnes-sur-Loire","Maine-et-Loire","Pays de la Loire","484204","47.34306, -0.74306"
"Rouillé","Vienne","Nouvelle-Aquitaine","485532","46.4190206, 0.042169"
"Savenay","Loire-Atlantique","Pays de la Loire","481838","47.35859, -1.950957"
"Gouesnière","Ille-et-Vilaine","Bretagne","478099","48.6144207, -1.9058105"
"Saint-Pierre-Quiberon","Morbihan","Bretagne","476440","47.5210574, -3.138905"
"Montreuil-sur-Ille","Ille-et-Vilaine","Bretagne","478032","48.307292, -1.674155"
"Saint-Thégonnec Loc-Eguiner","Finistère","Bretagne","474312","48.4942082, -3.9483116"
"Drefféac","Loire-Atlantique","Pays de la Loire","476770","47.4817568, -2.0503661"
"Saint-Pol-de-Léon","Finistère","Bretagne","474569","48.6768402, -3.98731"
"Forest-Landerneau","Finistère","Bretagne","474221","48.4263093, -4.3074515"
"Saint-Pierre-Quiberon","Morbihan","Bretagne","476432","47.5369524, -3.1363795"
"Bonnemain","Ille-et-Vilaine","Bretagne","478065","48.4764049, -1.7654125"
"Ploemel","Morbihan","Bretagne","476408","47.652466, -3.0721919"
"Squiffiec","Côtes-d'Armor","Bretagne","473819","48.6243578, -3.1742524"
"Pont-Melvez","Côtes-d'Armor","Bretagne","473579","48.4803156, -3.2738023"
"Pontrieux","Côtes-d'Armor","Bretagne","473835","48.6980361, -3.1644959"
"Châteaulin","Finistère","Bretagne","474064","48.2016033, -4.094308"
"Méaugon","Côtes-d'Armor","Bretagne","473124","48.4996127, -2.8439358"
"Plounérin","Côtes-d'Armor","Bretagne","473199","48.5816298, -3.5682311"
"Callac","Côtes-d'Armor","Bretagne","473587","48.4262577, -3.3828609"
"Rosporden","Finistère","Bretagne","474155","47.960273, -3.832763"
"Callac","Côtes-d'Armor","Bretagne","473546","48.4062201, -3.419782"
"Dirinon","Finistère","Bretagne","474015","48.3926343, -4.2855034"
"Harfleur","Seine-Maritime","Normandie","413716","49.5269596, 0.1861468"
"Saint-Aubin-sur-Scie","Seine-Maritime","Normandie","415125","49.8717479, 1.0666642"
"Voivres-lès-le-Mans","Sarthe","Pays de la Loire","396358","47.9304199, 0.0853466"
"Sotteville-lès-Rouen","Seine-Maritime","Normandie","411223","49.4129479, 1.102362"
"Colmar","Haut-Rhin","Grand Est","402297","48.0860048, 7.3336703"
"Pavilly","Seine-Maritime","Normandie","411272","49.563897, 0.950644"
"Val-de-Reuil","Eure","Normandie","415877","49.275437, 1.224147"
"Villard-Bonnot","Isère","Auvergne-Rhône-Alpes","417501","45.2344784, 5.8809758"
"Écouché-les-Vallées","Orne","Normandie","444547","48.7151009, -0.1209574"
"Saint-Manvieu-Norrey","Calvados","Normandie","444042","49.2034112, -0.5127396"
"Sainte-Gauburge-Sainte-Colombe","Orne","Normandie","444604","48.7172632, 0.4281082"
"Rochelle","Charente-Maritime","Nouvelle-Aquitaine","437798","46.16755, -1.1518412"
"Mézidon Vallée d'Auge","Calvados","Normandie","444208","49.071, -0.07496"
"Carentan les Marais","Manche","Normandie","447243","49.302482, -1.244938"
"Audrieu","Calvados","Normandie","444059","49.2161315, -0.5960138"
"Serquigny","Eure","Normandie","444315","49.1074117, 0.7189895"
"Saint-Lô","Manche","Normandie","447003","49.116975, -1.099525"
"Aigle","Orne","Normandie","444638","48.766229, 0.620014"
"Port-Saint-Père","Loire-Atlantique","Pays de la Loire","481218","47.1164915, -1.7393069"
"Boussay","Loire-Atlantique","Pays de la Loire","481176","47.0505741, -1.1828046"
"Pontorson","Manche","Normandie","478263","48.5527286, -1.5049307"
"Montsûrs-Saint-Céneré","Mayenne","Pays de la Loire","478537","48.14149, -0.5506416"
"Nantes","Loire-Atlantique","Pays de la Loire","481002","47.216148, -1.542356"
"Voutré","Mayenne","Pays de la Loire","478560","48.1340521, -0.2921804"
"Saint-Malo","Ille-et-Vilaine","Bretagne","478107","48.646859, -2.004158"
"Neau","Mayenne","Pays de la Loire","478545","48.1574807, -0.4766725"
"Plerguer","Ille-et-Vilaine","Bretagne","478123","48.5314637, -1.8505895"
"Laval","Mayenne","Pays de la Loire","478404","48.076206, -0.760907"
"Noues de Sienne","Calvados","Normandie","447714","48.843608, -1.0516979"
"Montauban-de-Bretagne","Ille-et-Vilaine","Bretagne","471086","48.190241, -2.052675"
"Saint-Senoux","Ille-et-Vilaine","Bretagne","471169","47.8977519, -1.7661904"
"Montfort-sur-Meu","Ille-et-Vilaine","Bretagne","471078","48.138878, -1.949141"
"Châteaubourg","Ille-et-Vilaine","Bretagne","471524","48.106361, -1.405159"
