"Commune","Departement","Region","Longitude_WGS84","Latitude_WGS84","Code_UIC"
"Eu","Seine-Maritime","Normandie","1.416837","50.0541988","317537"
"Roquebrune-Cap-Martin","Alpes-Maritimes","Provence-Alpes-Côte d'Azur","7.4482077","43.7543539","338590"
"Hirson","Aisne","Hauts-de-France","4.0861491","49.9288321","324335"
"Auchy-lès-Hesdin","Pas-de-Calais","Hauts-de-France","2.1022448","50.3963631","317230"
"Hesdigneul-lès-Boulogne","Pas-de-Calais","Hauts-de-France","1.6669967","50.6609475","317107"
"Pihen-lès-Guînes","Pas-de-Calais","Hauts-de-France","1.7845632","50.8727855","316679"
"Dreuil-lès-Amiens","Somme","Hauts-de-France","2.23091","49.91444","316075"
"Brimeux","Pas-de-Calais","Hauts-de-France","1.8313826","50.4470409","317180"
"Noyelles-sur-Mer","Somme","Hauts-de-France","1.7045772","50.1875408","317396"
"Anvin","Pas-de-Calais","Hauts-de-France","2.25494","50.446845","317255"
"Rue","Somme","Hauts-de-France","1.67570","50.27308","317404"
"Saint-Michel-sur-Meurthe","Vosges","Grand Est","6.8882777","48.3269843","144683"
"Coucy-lès-Eppes","Aisne","Hauts-de-France","3.7748209","49.556282","171769"
"Montauban-de-Bretagne","Ille-et-Vilaine","Bretagne","-1.7398306","48.0429857","159947"
"Poix-Terron","Ardennes","Grand Est","4.6365346","49.6500011","172171"
"Amifontaine","Aisne","Hauts-de-France","3.9105811","49.4847322","171744"
"Deville","Ardennes","Grand Est","4.7072062","49.8796028","172064"
"Sillery","Marne","Grand Est","4.14427","49.20324","171637"
"Aÿ-Champagne","Marne","Grand Est","4.0015644","49.0487318","171561"
"Prunay","Marne","Grand Est","4.18364","49.1988","171629"
"Reims","Marne","Grand Est","4.024435","49.258978","171009"
"Muhlbach-sur-Munster","Haut-Rhin","Grand Est","7.0875666","48.0246077","182733"
"Hettange-Grande","Moselle","Grand Est","6.1566738","49.4076754","191163"
"Staffelfelden","Haut-Rhin","Grand Est","7.2651657","47.8279612","182691"
"Raedersheim","Haut-Rhin","Grand Est","7.2840467","47.8869059","182717"
"Bollwiller","Haut-Rhin","Grand Est","7.2672555","47.8569694","182709"
"Ébersviller","Moselle","Grand Est","6.4111622","49.2747715","191379"
"Metzeral","Haut-Rhin","Grand Est","7.0733383","48.0133301","182816"
"Kuntzig","Moselle","Grand Est","6.2345596","49.349918","191312"
"Uckange","Moselle","Grand Est","6.1567735","49.3032605","191130"
"Pierre-Bénite","Rhône","Auvergne-Rhône-Alpes","4.8245059","45.7066772","722231"
"Sérézin-du-Rhône","Rhône","Auvergne-Rhône-Alpes","4.818060","45.627160","722546"
"Lyon","Rhône","Auvergne-Rhône-Alpes","4.859355","45.760559","723197"
"Oullins","Rhône","Auvergne-Rhône-Alpes","4.8135793","45.7166261","722207"
"Lyon","Rhône","Auvergne-Rhône-Alpes","4.825733","45.748476","722025"
"Saint-Ours","Puy-de-Dôme","Auvergne-Rhône-Alpes","2.9084747","45.8337747","641399"
"Louroux-de-Bouble","Allier","Auvergne-Rhône-Alpes","2.9849368","46.2241289","641050"
"Durtol","Puy-de-Dôme","Auvergne-Rhône-Alpes","3.048557","45.7947707","641449"
"Neussargues en Pinatelle","Cantal","Auvergne-Rhône-Alpes","2.9791866","45.1253044","645507"
"Villenouvelle","Haute-Garonne","Occitanie","1.661081","43.4330358","618215"
"Montluçon","Allier","Auvergne-Rhône-Alpes","2.5918028","46.3497686","641191"
"Rouget-Pers","Cantal","Auvergne-Rhône-Alpes","2.2355043","44.8565391","645192"
"Montluçon","Allier","Auvergne-Rhône-Alpes","2.596159","46.338101","641001"
"Commentry","Allier","Auvergne-Rhône-Alpes","2.739949","46.295102","641415"
"Messeix","Puy-de-Dôme","Auvergne-Rhône-Alpes","2.56043","45.62749","641266"
"Écuisses","Saône-et-Loire","Bourgogne-Franche-Comté","4.499513","46.765343","694109"
"Saint-Symphorien-de-Marmagne","Saône-et-Loire","Bourgogne-Franche-Comté","4.3377542","46.8442215","694174"
"Saint-Pierre-le-Moûtier","Nièvre","Bourgogne-Franche-Comté","3.1117427","46.7932373","696294"
"Gilly-sur-Loire","Saône-et-Loire","Bourgogne-Franche-Comté","3.7821607","46.5370137","694869"
"Saint-Agnan","Saône-et-Loire","Bourgogne-Franche-Comté","3.8788002","46.5020038","694851"
"Cosne-Cours-sur-Loire","Nièvre","Bourgogne-Franche-Comté","2.931981","47.413996","696146"
"Génelard","Saône-et-Loire","Bourgogne-Franche-Comté","4.2379965","46.5812177","694653"
"Mesves-sur-Loire","Nièvre","Bourgogne-Franche-Comté","3.0065175","47.2420755","696187"
"Broye","Saône-et-Loire","Bourgogne-Franche-Comté","4.2960996","46.8619444","694166"
"Nevers","Nièvre","Bourgogne-Franche-Comté","3.150743","46.987282","696005"
"Auxerre","Yonne","Bourgogne-Franche-Comté","3.585140","47.797645","683573"
"Bazarnes","Yonne","Bourgogne-Franche-Comté","3.6811741","47.6785079","683649"
"Fontenay-sur-Loing","Loiret","Centre-Val de Loire","2.7726332","48.0964767","684241"
"Monéteau","Yonne","Bourgogne-Franche-Comté","3.5798071","47.8507856","683557"
"Voutenay-sur-Cure","Yonne","Bourgogne-Franche-Comté","3.7803454","47.5613477","683706"
"Joigny","Yonne","Bourgogne-Franche-Comté","3.393082","47.973843","683243"
"Dordives","Loiret","Centre-Val de Loire","2.7628787","48.1471796","684233"
"Samoreau","Seine-et-Marne","Île-de-France","2.7531008","48.4305468","682443"
"Grande-Paroisse","Seine-et-Marne","Île-de-France","2.8971614","48.3787751","682476"
"Héricy","Seine-et-Marne","Île-de-France","2.7605339","48.4424848","682435"
"Saint-Laurent-en-Grandvaux","Jura","Bourgogne-Franche-Comté","5.9512119","46.5747975","715417"
"Dannemarie-sur-Crète","Doubs","Bourgogne-Franche-Comté","5.8738348","47.2038599","718312"
"Fontaines","Saône-et-Loire","Bourgogne-Franche-Comté","4.7750693","46.8512109","713586"
"Roche-lez-Beaupré","Doubs","Bourgogne-Franche-Comté","6.1109651","47.2762881","718403"
"Domblans","Jura","Bourgogne-Franche-Comté","5.5977462","46.7627809","718213"
"Saint-Lothain","Jura","Bourgogne-Franche-Comté","5.6439849","46.8231806","718197"
"Cousance","Jura","Bourgogne-Franche-Comté","5.3868216","46.5353569","718270"
"Seurre","Côte-d'Or","Bourgogne-Franche-Comté","5.1513121","46.9964114","713677"
"Laissey","Doubs","Bourgogne-Franche-Comté","6.23304","47.298723","718437"
"Torpes","Doubs","Bourgogne-Franche-Comté","5.8887804","47.1637546","718114"
"Saint-Vincent-de-Tyrosse","Landes","Nouvelle-Aquitaine","-1.306493","43.657736","673277"
"Hendaye","Pyrénées-Atlantiques","Nouvelle-Aquitaine","-1.7643532","43.3699568","677104"
"Buzy","Pyrénées-Atlantiques","Nouvelle-Aquitaine","-0.4558864","43.1482723","672634"
"Mont-de-Marsan","Landes","Nouvelle-Aquitaine","-0.50466","43.884898","671016"
"Itxassou","Pyrénées-Atlantiques","Nouvelle-Aquitaine","-1.3956111","43.324043","673665"
"Peyrehorade","Landes","Nouvelle-Aquitaine","-1.1157577","43.5468102","672337"
"Puyoô","Pyrénées-Atlantiques","Nouvelle-Aquitaine","-0.9108149","43.5245425","672279"
"Orthez","Pyrénées-Atlantiques","Nouvelle-Aquitaine","-0.76776","43.484242","672253"
"Pau","Pyrénées-Atlantiques","Nouvelle-Aquitaine","-0.369626","43.291762","672006"
"Capvern","Hautes-Pyrénées","Occitanie","0.3296393","43.1033454","671156"
"Montastruc-la-Conseillère","Haute-Garonne","Occitanie","1.597900","43.715985","615369"
"Villefranche-de-Rouergue","Aveyron","Occitanie","2.0364594","44.347498","613893"
"Fontanes","Lot","Occitanie","1.5116628","44.3332389","613323"
"Castelnaudary","Aude","Occitanie","1.950390","43.312292","615039"
"Caussade","Tarn-et-Garonne","Occitanie","1.5336541","44.1622668","613356"
"Espéraza","Aude","Occitanie","2.2184029","42.9359332","615211"
"Gragnague","Haute-Garonne","Occitanie","1.567731","43.696179","615377"
"Albias","Tarn-et-Garonne","Occitanie","1.4448012","44.0919078","613398"
"Varen","Tarn-et-Garonne","Occitanie","1.8851014","44.1423958","613489"
"Aubin","Aveyron","Occitanie","2.2393128","44.5272762","613224"
"Chantenay-Saint-Imbert","Nièvre","Bourgogne-Franche-Comté","3.1720842","46.7283203","696302"
"Châtel-Censoir","Yonne","Bourgogne-Franche-Comté","3.6350455","47.5377695","696856"
"Moulins","Allier","Auvergne-Rhône-Alpes","3.338842","46.561346","696328"
"Lantenay","Côte-d'Or","Bourgogne-Franche-Comté","4.860963","47.3351085","712323"
"Chaugey","Côte-d'Or","Bourgogne-Franche-Comté","5.2551914","47.0872036","712679"
"Montbard","Côte-d'Or","Bourgogne-Franche-Comté","4.336160","47.618747","713131"
"Dole","Jura","Bourgogne-Franche-Comté","5.488105","47.096084","713412"
"Béard","Nièvre","Bourgogne-Franche-Comté","3.3179944","46.8652207","696468"
"Imphy","Nièvre","Bourgogne-Franche-Comté","3.2597113","46.9333537","696450"
"Decize","Nièvre","Bourgogne-Franche-Comté","3.467274","46.837362","696484"
"Moret-Loing-et-Orvanne","Seine-et-Marne","Île-de-France","2.79941","48.37838","682278"
"Savigny-le-Temple","Seine-et-Marne","Île-de-France","2.583678","48.595519","682187"
"Ris-Orangis","Essonne","Île-de-France","2.407736","48.636260","681346"
"Fontaine-le-Port","Seine-et-Marne","Île-de-France","2.7514043","48.4871358","682427"
"Boussy-Saint-Antoine","Essonne","Île-de-France","2.532726","48.680893","682138"
"Maisons-Alfort","Val-de-Marne","Île-de-France","2.43148","48.78934","681247"
"Ballancourt-sur-Essonne","Essonne","Île-de-France","2.371274","48.532114","681437"
"Mée-sur-Seine","Seine-et-Marne","Île-de-France","2.624116","48.540086","682179"
"Villabé","Essonne","Île-de-France","2.461572","48.592637","681619"
"Yerres","Essonne","Île-de-France","2.483370","48.706759","682112"
"Rocamadour","Lot","Occitanie","1.6573487","44.8183562","613042"
"Valence","Tarn-et-Garonne","Occitanie","0.8915743","44.1117317","611863"
"Toulouse","Haute-Garonne","Occitanie","1.4286153","43.6459862","611947"
"Montbartier","Tarn-et-Garonne","Occitanie","1.264501","43.9241555","611699"
"Gimont","Gers","Occitanie","0.8676246","43.6330525","611772"
"Saint-Jory","Haute-Garonne","Occitanie","1.371619","43.738375","611657"
"Toulouse","Haute-Garonne","Occitanie","1.450209","43.579674","611301"
"Baziège","Haute-Garonne","Occitanie","1.6205019","43.4535696","611723"
"Assier","Lot","Occitanie","1.8697681","44.6746197","613075"
"Foix","Ariège","Occitanie","1.607147","42.969746","611616"
"Montauban","Tarn-et-Garonne","Occitanie","1.341496","44.014387","611244"
"Hôpital-du-Grosbois","Doubs","Bourgogne-Franche-Comté","6.2130861","47.1691016","718528"
"Marcilly-d'Azergues","Rhône","Auvergne-Rhône-Alpes","4.7252221","45.8729618","721415"
"Étalans","Doubs","Bourgogne-Franche-Comté","6.2706173","47.155884","718536"
"Lyon","Rhône","Auvergne-Rhône-Alpes","4.827057","45.766010","721159"
"Jatxou","Pyrénées-Atlantiques","Nouvelle-Aquitaine","-1.4446266","43.390897","673632"
"Grigny","Essonne","Île-de-France","2.395797","48.653430","681379"
"Mennecy","Essonne","Île-de-France","2.4331650","48.5709075","681411"
"Migennes","Yonne","Bourgogne-Franche-Comté","3.513191","47.960998","683268"
"Arcy-sur-Cure","Yonne","Bourgogne-Franche-Comté","3.7668885","47.6008461","683680"
"Vermenton","Yonne","Bourgogne-Franche-Comté","3.7320212","47.6605943","683664"
"Sens","Yonne","Bourgogne-Franche-Comté","3.267833","48.197856","683003"
"Moissy-Cramayel","Seine-et-Marne","Île-de-France","2.568935","48.628305","682153"
"Coudray-Montceaux","Essonne","Île-de-France","2.4924649","48.5661679","681635"
"Boissise-le-Roi","Seine-et-Marne","Île-de-France","2.572953","48.529319","682518"
"Saint-Fargeau-Ponthierry","Seine-et-Marne","Île-de-France","2.542493","48.564549","682542"
"Bois-le-Roi","Seine-et-Marne","Île-de-France","2.691606","48.475567","682203"
"Dammarie-les-Lys","Seine-et-Marne","Île-de-France","2.5991469","48.5151115","682500"
"Montferrand-le-Château","Doubs","Bourgogne-Franche-Comté","5.9074815","47.1847414","718106"
"Saint-Jean-de-Losne","Côte-d'Or","Bourgogne-Franche-Comté","5.2441226","47.0997302","713651"
"Santenay","Côte-d'Or","Bourgogne-Franche-Comté","4.7017523","46.9106752","713594"
"Velars-sur-Ouche","Côte-d'Or","Bourgogne-Franche-Comté","4.9274603","47.3265197","712331"
"Pagny-le-Château","Côte-d'Or","Bourgogne-Franche-Comté","5.2010538","47.0462492","713669"
"Tannay","Nièvre","Bourgogne-Franche-Comté","3.6149926","47.3630583","696633"
"Cercy-la-Tour","Nièvre","Bourgogne-Franche-Comté","3.6452029","46.8578816","696492"
"Hauts de Bienne","Jura","Bourgogne-Franche-Comté","6.023578","46.5262166","715441"
"Saincaize-Meauce","Nièvre","Bourgogne-Franche-Comté","3.0718704","46.9314165","696260"
"Ouges","Côte-d'Or","Bourgogne-Franche-Comté","5.0727895","47.2559157","712604"
"Enveitg","Pyrénées-Orientales","Occitanie","1.9045027","42.4590464","611483"
"Hospitalet-près-l'Andorre","Ariège","Occitanie","1.8002635","42.5894535","611517"
"Fenouillet","Haute-Garonne","Occitanie","1.4018103","43.6840517","611962"
"Tarascon-sur-Ariège","Ariège","Occitanie","1.5999321","42.8495385","611590"
"Castelsarrasin","Tarn-et-Garonne","Occitanie","1.1143954","44.0403503","611897"
"Toulouse","Haute-Garonne","Occitanie","1.4138687","43.6638838","611434"
"Dieupentale","Tarn-et-Garonne","Occitanie","1.2760011","43.8654687","611681"
"Toulouse","Haute-Garonne","Occitanie","1.4804356","43.5734591","612010"
"Varilhes","Ariège","Occitanie","1.6284818","43.0415593","611327"
"Labège","Haute-Garonne","Occitanie","1.5129784","43.5473613","612002"
"Fleurieux-sur-l'Arbresle","Rhône","Auvergne-Rhône-Alpes","4.6603815","45.8449944","721563"
"Belleville","Rhône","Auvergne-Rhône-Alpes","4.729028","46.111917","721357"
"Orchamps","Jura","Bourgogne-Franche-Comté","5.659147","47.1500962","718361"
"Valdahon","Doubs","Bourgogne-Franche-Comté","6.342275","47.149750","718544"
"Dardilly","Rhône","Auvergne-Rhône-Alpes","4.7613451","45.815143","721449"
"Ranchot","Jura","Bourgogne-Franche-Comté","5.7246607","47.1525633","718338"
"Arbois","Jura","Bourgogne-Franche-Comté","5.7648273","46.912509","718155"
"Deluz","Doubs","Bourgogne-Franche-Comté","6.199733","47.2925132","718429"
"Tarare","Rhône","Auvergne-Rhône-Alpes","4.439208","45.889921","721472"
"Anse","Rhône","Auvergne-Rhône-Alpes","4.719807","45.939304","721324"
"Villefranche-de-Lauragais","Haute-Garonne","Occitanie","1.714725","43.398537","615013"
"Salles-Courbatiès","Aveyron","Occitanie","2.0787662","44.4751593","613877"
"Vielmur-sur-Agout","Tarn","Occitanie","2.0895781","43.623928","615492"
"Pins-Justaret","Haute-Garonne","Occitanie","1.399645","43.479213","618116"
"Albi","Tarn","Occitanie","2.1409629","43.938011","615195"
"Gramat","Lot","Occitanie","1.7223028","44.7734284","613059"
"Najac","Aveyron","Occitanie","1.9761625","44.221802","613463"
"Cahors","Lot","Occitanie","1.433325","44.449275","613000"
"Albi","Tarn","Occitanie","2.137958","43.922380","615005"
"Tanus","Tarn","Occitanie","2.3151214","44.1003384","615674"
"Cazères","Haute-Garonne","Occitanie","1.083106","43.212834","611079"
"Saint-Pierre-la-Cour","Mayenne","Pays de la Loire","-1.0252972","48.1135968","478768"
"Mauves-sur-Loire","Loire-Atlantique","Pays de la Loire","-1.3893042","47.2930211","481150"
"Saint-Germain-sur-Ille","Ille-et-Vilaine","Bretagne","-1.6541804","48.2394802","478016"
"Saint-Médard-sur-Ille","Ille-et-Vilaine","Bretagne","-1.6674886","48.2742219","478024"
"Plouharnel","Morbihan","Bretagne","-3.1184482","47.6042943","476416"
"Dol-de-Bretagne","Ille-et-Vilaine","Bretagne","-1.750536","48.544250","478073"
"Fresnais","Ille-et-Vilaine","Bretagne","-1.8432199","48.593655","478081"
"Dinan","Côtes-d'Armor","Bretagne","-2.053542","48.456764","478164"
"Plouharnel","Morbihan","Bretagne","-3.1324467","47.5755984","476267"
"Saint-Pierre-Quiberon","Morbihan","Bretagne","-3.133699","47.5465051","476275"
"Saint-Nazaire","Loire-Atlantique","Pays de la Loire","-2.1932575","47.300426","481689"
"Batz-sur-Mer","Loire-Atlantique","Pays de la Loire","-2.4789866","47.2809541","481770"
"Pornichet","Loire-Atlantique","Pays de la Loire","-2.3445765","47.2705354","481747"
"Couëron","Loire-Atlantique","Pays de la Loire","-1.7235014","47.2220412","481804"
"Vertou","Loire-Atlantique","Pays de la Loire","-1.4780052","47.1861428","481408"
"Bouaye","Loire-Atlantique","Pays de la Loire","-1.6810992","47.1380806","481200"
"Montaigu","Vendée","Pays de la Loire","-1.316236","46.983705","481465"
"Oudon","Loire-Atlantique","Pays de la Loire","-1.291992","47.3433655","481184"
"Sucé-sur-Erdre","Loire-Atlantique","Pays de la Loire","-1.5299873","47.3431347","590828"
"Abbaretz","Loire-Atlantique","Pays de la Loire","-1.5244159","47.5546432","481614"
"Plourivo","Côtes-d'Armor","Bretagne","-3.1284527","48.7275919","473876"
"Plougonver","Côtes-d'Armor","Bretagne","-3.3704584","48.4584133","473538"
"Landivisiau","Finistère","Bretagne","-4.082181","48.496002","474270"
"Moustéru","Côtes-d'Armor","Bretagne","-3.2435052","48.5074512","473512"
"Landébia","Côtes-d'Armor","Bretagne","-2.3313716","48.5074212","473264"
"Landerneau","Finistère","Bretagne","-4.256528","48.453572","474239"
"Paimpol","Côtes-d'Armor","Bretagne","-3.0460958","48.77694","473868"
"Lannion","Côtes-d'Armor","Bretagne","-3.460353","48.727638","473223"
"Quimper","Finistère","Bretagne","-4.092103","47.994455","474098"
"Auray","Morbihan","Bretagne","-2.999995","47.68022","476200"
"Saint-Jacques-de-la-Lande","Ille-et-Vilaine","Bretagne","-1.7142367","48.0670983","471052"
"Toulouse","Haute-Garonne","Occitanie","1.417986","43.593438","446179"
"Carantilly","Manche","Normandie","-1.2445285","49.06786","447144"
"Château-d'Almenêches","Orne","Normandie","0.1344097","48.6647685","444562"
"Sées","Orne","Normandie","0.1661851","48.5998998","444695"
"Lison","Calvados","Normandie","-1.050339","49.226834","447219"
"Guichen","Ille-et-Vilaine","Bretagne","-1.7601845","47.9350963","471151"
"Theil-de-Bretagne","Ille-et-Vilaine","Bretagne","-1.4319925","47.918742","471342"
"Noyal-sur-Vilaine","Ille-et-Vilaine","Bretagne","-1.5277646","48.1187915","471540"
"Guémené-Penfao","Loire-Atlantique","Pays de la Loire","-1.8706374","47.6988788","471219"
"Plénée-Jugon","Côtes-d'Armor","Bretagne","-2.3546108","48.376656","473082"
"Guingamp","Côtes-d'Armor","Bretagne","-3.143343","48.555659","473207"
"Laillé","Ille-et-Vilaine","Bretagne","-1.7495654","47.9717527","471144"
"Lamballe","Côtes-d'Armor","Bretagne","-2.511546","48.466060","473108"
"Caulnes","Côtes-d'Armor","Bretagne","-2.155593","48.2844264","473066"
"Broons","Côtes-d'Armor","Bretagne","-2.2356578","48.3332957","473074"
"Marsac-sur-l'Isle","Dordogne","Nouvelle-Aquitaine","0.628305","45.1839595","595215"
"Négrondes","Dordogne","Nouvelle-Aquitaine","0.8611999","45.3460288","595132"
"Saint-Aulaire","Corrèze","Nouvelle-Aquitaine","1.3986965","45.2488414","594622"
"Agonac","Dordogne","Nouvelle-Aquitaine","0.7486706","45.2865966","595157"
"Pont-Chrétien-Chabenet","Indre","Centre-Val de Loire","1.5076773","46.6265259","597112"
"Reuilly","Indre","Centre-Val de Loire","2.0474783","47.0853677","597039"
"Marsac-sur-l'Isle","Dordogne","Nouvelle-Aquitaine","0.6626174","45.1860541","595207"
"Brive-la-Gaillarde","Corrèze","Nouvelle-Aquitaine","1.528655","45.152618","594002"
"Terrasson-Lavilledieu","Dordogne","Nouvelle-Aquitaine","1.3004219","45.1357901","594408"
"Saint-Victurnien","Haute-Vienne","Nouvelle-Aquitaine","1.0095737","45.8765887","592683"
"Allassac","Corrèze","Nouvelle-Aquitaine","1.4731471","45.2589385","594234"
"Varetz","Corrèze","Nouvelle-Aquitaine","1.4298135","45.2157957","594614"
"Uzerche","Corrèze","Nouvelle-Aquitaine","1.5702735","45.4407088","594200"
"Turenne","Corrèze","Nouvelle-Aquitaine","1.6007045","45.0379541","594556"
"Cornil","Corrèze","Nouvelle-Aquitaine","1.6978482","45.2151758","594481"
"Varetz","Corrèze","Nouvelle-Aquitaine","1.4472859","45.1911631","594606"
"Larche","Corrèze","Nouvelle-Aquitaine","1.416143","45.1321707","594424"
"Vendôme","Loir-et-Cher","Centre-Val de Loire","1.021143","47.821937","571216"
"Saint-Antoine-du-Rocher","Indre-et-Loire","Centre-Val de Loire","0.6164676","47.503839","571539"
"Mesves-sur-Loire","Nièvre","Bourgogne-Franche-Comté","3.1636746","47.0068974","559070"
"Veuzain-sur-Loire","Loir-et-Cher","Centre-Val de Loire","1.18595","47.49200","574319"
"Croix-en-Touraine","Indre-et-Loire","Centre-Val de Loire","0.9877583","47.3377228","574475"
"Château-Renault","Indre-et-Loire","Centre-Val de Loire","0.9015238","47.5877961","574665"
"Rivarennes","Indre-et-Loire","Centre-Val de Loire","0.3618999","47.2677425","571653"
"Chenonceaux","Indre-et-Loire","Centre-Val de Loire","1.0661","47.330554","574491"
"Suèvres","Loir-et-Cher","Centre-Val de Loire","1.4540981","47.6802248","574236"
"Antony","Hauts-de-Seine","Île-de-France","2.3126207","48.7481430","546317"
"Champtocé-sur-Loire","Maine-et-Loire","Pays de la Loire","-0.8685747","47.4102457","484352"
"Savennières","Maine-et-Loire","Pays de la Loire","-0.6540004","47.3817332","484329"
"Briollay","Maine-et-Loire","Pays de la Loire","-0.4829396","47.5739696","484139"
"Rochelle","Charente-Maritime","Nouvelle-Aquitaine","-1.145305","46.15269","485003"
"Possonnière","Maine-et-Loire","Pays de la Loire","-0.6917009","47.3713848","484337"
"Pouliguen","Loire-Atlantique","Pays de la Loire","-2.4331446","47.2825404","481762"
"Donges","Loire-Atlantique","Pays de la Loire","-2.0719096","47.3086552","481721"
"Tiercé","Maine-et-Loire","Pays de la Loire","-0.469347","47.617532","484147"
"Saint-Gildas-des-Bois","Loire-Atlantique","Pays de la Loire","-2.0438923","47.516614","476762"
"Moutiers-en-Retz","Loire-Atlantique","Pays de la Loire","-2.0009628","47.0618983","481259"
"Sainte-Pazanne","Loire-Atlantique","Pays de la Loire","-1.8138744","47.1055419","481226"
"Châteaubriant","Loire-Atlantique","Pays de la Loire","-1.3715152","47.7175212","481648"
"Thouaré-sur-Loire","Loire-Atlantique","Pays de la Loire","-1.4409626","47.2651143","481143"
"Louverné","Mayenne","Pays de la Loire","-0.7144109","48.1088564","478511"
"Gorges","Loire-Atlantique","Pays de la Loire","-1.3058778","47.1001487","481432"
"Pallet","Loire-Atlantique","Pays de la Loire","-1.346898","47.143831","481424"
"Combourg","Ille-et-Vilaine","Bretagne","-1.72792","48.41609","478057"
"Saint-Aubin-des-Bois","Eure-et-Loir","Centre-Val de Loire","1.3318387","48.4476422","394213"
"Saint-Gervais-en-Belin","Sarthe","Pays de la Loire","0.2172097","47.8740074","396556"
"Clermont-Ferrand","Puy-de-Dôme","Auvergne-Rhône-Alpes","3.0909704","45.7680954","396895"
"Courville-sur-Eure","Eure-et-Loir","Centre-Val de Loire","1.234836","48.451236","394221"
"Illiers-Combray","Eure-et-Loir","Centre-Val de Loire","1.2448745","48.303937","394437"
"Montigny-le-Bretonneux","Yvelines","Île-de-France","2.04523","48.78657","393843"
"Suze-sur-Sarthe","Sarthe","Pays de la Loire","0.0266367","47.8919891","396366"
"Arnage","Sarthe","Pays de la Loire","0.1898826","47.9285663","396549"
"Vaas","Sarthe","Pays de la Loire","0.3165096","47.6707702","396598"
"Mans","Sarthe","Pays de la Loire","0.192578","47.995689","396002"
"Tillières-sur-Avre","Eure","Normandie","1.0545647","48.7608617","393587"
"Paris","Paris","Île-de-France","2.2712276","48.839464","393322"
"Tacoignières","Yvelines","Île-de-France","1.6689566","48.8295827","393454"
"Essarts-le-Roi","Yvelines","Île-de-France","1.8904047","48.7217171","393280"
"Viroflay","Yvelines","Île-de-France","2.1711466","48.800517","393215"
"Viroflay","Yvelines","Île-de-France","2.1845267","48.7998005","393173"
"Longjumeau","Essonne","Île-de-France","2.317846","48.6851718","393645"
"Perray-en-Yvelines","Yvelines","Île-de-France","1.856057","48.6933406","393298"
"Jouy-en-Josas","Yvelines","Île-de-France","2.192119","48.7590575","393538"
"Coignières","Yvelines","Île-de-France","1.920809","48.7437672","393272"
"Nonant-le-Pin","Orne","Normandie","0.2194656","48.7037802","444570"
"Rai","Orne","Normandie","0.5536992","48.7437153","444620"
"Saint-Pierre-en-Auge","Calvados","Normandie","-0.0405855","49.0231057","444216"
"Villers-sur-Mer","Calvados","Normandie","0.0099283","49.3159865","444398"
"Deauville","Calvados","Normandie","0.084167","49.360005","444372"
"Merlerault","Orne","Normandie","0.2832169","48.7024888","444588"
"Houlgate","Calvados","Normandie","-0.0772276","49.3000711","444406"
"Dieppe","Seine-Maritime","Normandie","1.081133","49.921788","415018"
"Sevran","Seine-Saint-Denis","Île-de-France","2.515020","48.930895","431791"
"Rosny-sur-Seine","Yvelines","Île-de-France","1.630090","48.997287","415885"
"Beaumont-le-Roger","Eure","Normandie","0.7727865","49.0741722","387183"
"Évreux","Eure","Normandie","1.149629","49.018748","387001"
"Munster","Haut-Rhin","Grand Est","7.1528861","48.0390754","386540"
"Vanves","Hauts-de-Seine","Île-de-France","2.2920988","48.8181959","391532"
"Massy","Essonne","Île-de-France","2.2736721","48.7343097","383281"
"Bois-Colombes","Hauts-de-Seine","Île-de-France","2.257909","48.913408","386300"
"Issy-les-Moulineaux","Hauts-de-Seine","Île-de-France","2.2593469","48.8201001","393074"
"Meudon","Hauts-de-Seine","Île-de-France","2.2410999","48.8147527","393108"
"Poissy","Yvelines","Île-de-France","2.0413676","48.9329014","386573"
"Paris","Paris","Île-de-France","2.2768401","48.8462046","393066"
"Louargat","Côtes-d'Armor","Bretagne","-3.3228532","48.5935901","473165"
"Montauban-de-Bretagne","Ille-et-Vilaine","Bretagne","-2.110452","48.2134717","471094"
"Guipry-Messac","Ille-et-Vilaine","Bretagne","-1.81822","47.82225","471185"
"Saint-Brieuc","Côtes-d'Armor","Bretagne","-2.765000","48.507580","473009"
"Rennes","Ille-et-Vilaine","Bretagne","-1.69107","48.11918","471391"
"Quédillac","Ille-et-Vilaine","Bretagne","-2.1452204","48.2484804","473058"
"Duault","Côtes-d'Armor","Bretagne","-3.4763815","48.3646275","473553"
"Carhaix-Plouguer","Finistère","Bretagne","-3.5622173","48.2780022","473504"
"Rennes","Ille-et-Vilaine","Bretagne","-1.672744","48.103517","471003"
"Alençon","Orne","Normandie","0.098531","48.433884","444711"
"Saint-Étienne-du-Rouvray","Seine-Maritime","Normandie","1.1095673","49.3771553","411215"
"Étainhus","Seine-Maritime","Normandie","0.3310234","49.5612151","413328"
"Montérolier","Seine-Maritime","Normandie","1.3347457","49.6031854","411454"
"Houlme","Seine-Maritime","Normandie","1.0395776","49.5133331","411256"
"Havre","Seine-Maritime","Normandie","0.1608551","49.4998007","413203"
"Rouen","Seine-Maritime","Normandie","1.094087","49.448764","411017"
"Mende","Lozère","Occitanie","3.5019875","44.522322","783605"
"Saint-Cyr-sur-Mer","Var","Provence-Alpes-Côte d'Azur","5.703858","43.185509","755215"
