Date/Mensuel;Code UIC;Nom de la gare;Assistance simple;Rampe;Fauteuil;Rampe et  fauteuil;Total
2015-08;0087271734;Villers-Cotterêts;0;0;0;0;0
2015-08;0087762906;Lyon Saint-Exupéry TGV;22;22;2;62;16
2015-08;0087783282;Marvejols;2;0;0;11;9
2015-08;0087746438;Sallanches - Combloux - Megève;2;8;0;28;18
2015-08;0087478107;Saint-Malo;106;107;0;358;145
2015-08;0087594093;Ussel;0;0;0;28;28
2015-08;0087174003;Châlons-en-Champagne;4;3;1;54;46
2015-08;0087575142;Châtellerault;15;23;1;81;42
2015-08;0087317065;Étaples - Le Touquet;2;1;0;27;24
2015-08;0087172130;Givet;2;0;0;4;2
2015-08;0087645002;Aurillac;6;6;0;48;36
2015-08;0087615468;Castres;12;1;0;41;28
2015-08;0087592378;La Souterraine;8;12;1;52;31
2015-08;0087295063;Hirson;7;2;0;16;7
2015-08;0087413013;Le Havre;85;38;2;178;53
2015-08;0087571828;Langeais;0;0;0;2;2
2015-08;0087194274;Longuyon;0;0;0;5;5
2015-08;0087713735;Louhans;1;0;0;2;1
2015-08;0087781278;Agde;73;61;2;240;104
2015-08;0087725002;Chalon-sur-Saône;32;23;2;133;76
2015-08;0087615286;Carcassonne;37;25;0;157;95
2015-08;0087481390;Challans;9;3;0;25;13
2015-08;0087487249;Bressuire;1;2;0;3;0
2015-08;0087484303;Cholet;16;10;2;78;50
2015-08;0087746370;Cluses;11;6;0;29;12
2015-08;0087276725;Chambly;0;0;0;0;0
2015-08;0087741793;Bourg-Saint-Maurice;0;3;1;10;6
2015-08;0087718007;Besançon Viotte;60;39;1;235;135
2017-09;0087773002;Montpellier Saint-Roch;474;566;26;2079;1013
2017-09;0087574855;Montrichard;0;0;0;4;4
2017-09;0087141002;Nancy;339;83;9;811;380
2017-09;0087672725;Oloron-Sainte-Marie;0;3;0;13;10
2017-09;0087761650;Romans - Bourg-de-Péage;0;0;0;3;3
2017-09;0087473009;Saint-Brieuc;41;58;1;209;109
2017-09;0087726000;Saint-Étienne Châteaucreux;80;42;2;298;174
2017-09;0087381186;Santeuil - Le Perchay;0;0;0;0;0
2017-09;0087487603;Saumur;14;13;0;82;55
2017-09;0087381806;Triel-sur-Seine;0;0;0;20;20
2017-09;0087444372;Trouville - Deauville;36;72;9;178;61
2017-09;0087734426;Vertaizon;0;0;0;0;0
2017-09;0087317362;Abbeville;0;2;0;37;35
2017-09;0087615195;Albi Madeleine;0;0;0;0;0
2017-09;0087726778;Bas - Monistrol;0;0;0;0;0
2017-09;0087474007;Brest;50;63;3;209;93
2017-09;0087171926;Champagne-Ardenne TGV;64;59;5;265;137
2017-09;0087381475;Chanteloup-les-Vignes;0;0;0;0;0
2017-09;0087381228;Chaumont-en-Vexin;0;0;0;0;0
2017-09;0087696484;Decize;27;0;0;37;10
2017-09;0087381566;Gargenville;0;0;0;0;0
2017-09;0087713313;Genlis;26;0;0;28;2
2017-09;0087615476;Lavaur;14;0;0;29;15
2017-09;0087571471;Loches;3;0;0;5;2
2017-09;0087756486;Menton;9;37;5;126;75
2017-09;0087313346;Montdidier;2;0;0;3;1
2017-09;0087741181;Montmélian;1;0;0;1;0
2017-09;0087722652;Saint-Clair - Les Roches;0;0;0;1;1
2017-09;0087366922;Saint-Germain-en-Laye Bel Air - Fourqueux;0;0;0;0;0
2017-09;0087382481;Saint-Nom-la-Bretèche Forêt de Marly;0;0;0;0;0
2017-09;0087594093;Ussel;0;5;0;10;5
2017-09;0087761007;Valence;80;48;4;301;169
2017-09;0087271437;Vert Galant;0;0;0;0;0
2017-09;0087723759;Villars-les-Dombes;0;0;0;0;0
2017-10;0087775288;Alès;5;11;0;61;45
2017-10;0087182238;Altkirch;1;0;0;2;1
2017-10;0087381079;Bois-Colombes;4;2;0;6;0
2017-10;0087615039;Castelnaudary;1;0;0;11;10
2017-10;0087394007;Chartres;18;38;0;105;49
2017-10;0087381087;Colombes;39;0;0;41;2
2017-10;0087597062;Issoudun;5;4;0;11;2
2017-10;0087396002;Le Mans;202;166;7;948;573
2017-10;0087486258;Luçon;0;3;0;14;11
2017-10;0087723197;Lyon Part Dieu;1078;953;51;4167;2085
2017-10;0087386425;Maisons-Laffitte;12;0;1;13;0
2017-10;0087574137;Meung-sur-Loire;3;1;0;5;1
2017-10;0087384008;Paris Saint-Lazare;455;233;41;1219;490
2017-10;0087715003;Pontarlier;0;5;0;7;2
2017-10;0087481226;Sainte-Pazanne;2;1;0;14;11
2017-10;0087478107;Saint-Malo;48;83;3;198;64
2017-10;0087773200;Sète;63;59;3;208;83
2017-10;0087734475;Thiers;0;0;0;6;6
2017-10;0087444372;Trouville - Deauville;20;60;2;125;43
2017-10;0087673004;Bayonne;29;59;2;213;123
2017-10;0087381475;Chanteloup-les-Vignes;0;0;0;0;0
2017-10;0087382333;Chaville Rive Droite;2;2;0;6;2
2017-10;0087491449;Cognac;1;2;0;26;23
2017-10;0087696427;Dompierre Sept Fons;0;0;0;1;1
2017-10;0087313072;Albert;1;0;0;1;0
2017-10;0087615005;Albi ville;6;7;1;52;38
2017-11;0087172254;Sedan;5;37;74;0;116
2017-11;0087214056;Sélestat;36;48;5;0;89
2017-11;0087576868;Selles-sur-Cher;4;0;0;0;4
2017-11;0087396234;Sillé-le-Guillaume;4;6;8;0;18
2017-11;0087671008;Tarbes;60;52;13;0;125
2017-11;0087745646;Thonon-les-Bains;14;10;3;0;27
2017-11;0087487009;Thouars;1;2;1;0;4
2017-11;0087713198;Tonnerre;0;0;0;0;0
2017-11;0087725622;Tournus;16;0;1;0;17
2017-11;0087543074;Toury;3;0;2;0;5
2017-11;0087118000;Troyes;22;26;15;0;63
2017-11;0087594093;Ussel;8;2;0;0;10
2017-11;0087382267;Vaucresson;4;9;1;0;14
2017-11;0087381814;Vaux-sur-Seine;0;0;0;0;0
2017-11;0087574558;Vendôme;4;0;0;0;4
2017-11;0087386656;Vernouillet - Verneuil;18;0;0;0;18
2017-11;0087271437;Vert Galant;0;3;0;0;3
2017-11;0087734426;Vertaizon;0;0;0;0;0
2017-11;0087576884;Villefranche-sur-Cher;1;0;0;0;1
2017-11;0087683102;Villeneuve-la-Guyard;2;0;0;0;2
2017-11;0087393413;Villepreux - Les Clayes;0;0;0;0;0
2017-11;0087113795;Villiers-sur-Marne - Le Plessis-Trévise;0;0;0;0;0
2017-12;0087313098;Ailly-sur-Somme;0;0;0;0;0
2017-12;0087313072;Albert;1;0;0;0;1
2017-12;0087741645;Albertville;25;10;10;1;46
2017-12;0087775288;Alès;68;8;13;0;89
2017-12;0087574343;Amboise;35;8;6;1;50
2017-12;0087745497;Annemasse;43;13;9;0;65
2017-12;0087381848;Argenteuil;5;0;0;0;5
2017-12;0087342014;Arras;141;93;71;5;310
2017-12;0087734251;Arvant;2;2;0;0;4
2017-12;0087726760;Aurec;1;0;0;0;1
2017-12;0087683573;Auxerre Saint-Gervais;6;7;2;0;15
2017-12;0087543207;Avenue du Président Kennedy Maison de Radio France;0;0;0;0;0
2017-12;0087726778;Bas - Monistrol;0;0;0;0;0
2017-12;0087574160;Beaugency;2;0;0;0;2
2017-12;0087713545;Beaune;29;13;9;0;51
2017-12;0087313510;Beauvais;10;15;6;0;31
2017-12;0087382002;Bécon les Bruyères;0;1;0;0;1
2017-12;0087673400;Biarritz;63;28;42;0;133
2015-10;0087615286;Carcassonne;10;19;6;93;58
2015-10;0087487249;Bressuire;0;0;0;0;0
2015-10;0087484006;Angers Saint-Laud;169;120;4;783;490
2015-10;0087574160;Beaugency;0;0;0;3;3
2015-10;0087726760;Aurec;0;0;0;0;0
2015-10;0087641415;Commentry;1;1;0;2;0
2015-10;0087741074;Culoz;3;7;0;61;51
2015-10;0087478073;Dol;30;7;0;71;34
2015-10;0087763557;L'Argentière Les Écrins;0;0;0;0;0
2015-10;0087571828;Langeais;0;1;0;8;7
2015-10;0087473223;Lannion;5;6;0;19;8
2015-10;0087413385;Yvetot;40;0;0;55;15
2015-10;0087581009;Bordeaux Saint-Jean;481;535;24;2411;1371
2015-10;0087781609;Bédarieux;8;11;0;29;10
2015-10;0087396606;Château-du-Loir;0;3;0;19;16
2015-10;0087276725;Chambly;0;0;0;1;1
2015-10;0087317065;Étaples - Le Touquet;0;1;0;12;11
2015-10;0087387001;Évreux Normandie;18;7;0;71;46
2015-10;0087396408;Sablé-sur-Sarthe;9;3;0;33;21
2015-10;0087296004;Saint-Quentin;36;18;0;82;28
2015-10;0087571216;Vendôme - Villiers-sur-Loir;10;2;0;38;26
2015-10;0087611004;Toulouse Matabiau;394;392;16;2130;1328
2015-10;0087641357;Vallon-en-Sully;0;0;0;0;0
2015-10;0087394437;Illiers-Combray;0;0;0;0;0
2015-10;0087713859;Is-sur-Tille;0;0;0;1;1
2015-10;0087684274;Nogent-sur-Vernisson;0;0;0;0;0
2015-10;0087485144;Rochefort;13;6;0;52;33
2015-10;0087174276;Vitry-le-François;3;2;0;40;35
2015-10;0087147322;Meuse TGV;10;5;0;47;32
2015-10;0087775007;Nîmes;133;149;2;741;457
2015-10;0087783282;Marvejols;0;0;0;7;7
2015-10;0087611483;Latour-de-Carol - Enveitg;1;0;0;5;4
2015-10;0087486019;La Roche-sur-Yon;16;19;0;98;63
2015-10;0087582478;Facture Biganos;4;2;0;18;12
2015-10;0087144006;Épinal;22;11;0;102;69
2015-10;0087615252;Gaillac;0;0;0;13;13
2015-10;0087713412;Dole;73;20;0;142;49
2015-10;0087746305;La Roche-sur-Foron;1;1;0;6;4
2015-10;0087613141;Gourdon;0;3;2;12;7
2015-10;0087713313;Genlis;0;0;0;0;0
2015-10;0087342014;Arras;112;65;1;269;91
2015-10;0087474007;Brest;90;36;0;207;81
2015-10;0087444000;Caen;181;65;5;498;247
2015-10;0087193250;Béning;0;0;0;1;1
2015-10;0087592485;Bellac;2;0;0;2;0
2015-10;0087185249;Lure;7;1;0;20;12
2015-10;0087141820;Pont-à-Mousson;14;2;0;22;6
2015-10;0087683136;Pont-sur-Yonne;0;0;0;0;0
2015-10;0087575142;Châtellerault;12;16;0;64;36
2015-10;0087144451;Remiremont;6;9;0;30;15
2015-11;0087317263;Calais;14;14;0;46;18
2015-11;0087694141;Étang;0;0;0;8;8
2015-11;0087613091;Figeac;4;0;0;21;17
2015-11;0087313874;Amiens;75;11;1;166;79
2015-11;0087694778;Chauffailles;0;0;0;1;1
2015-11;0087785006;Cerbère;5;0;0;7;2
2015-11;0087757625;Cannes;47;133;4;348;164
2015-11;0087694570;Autun;0;0;0;5;5
2015-11;0087696146;Cosne-sur-Loire;1;2;0;6;3
2015-11;0087473207;Guingamp;23;25;0;111;63
2015-11;0087683243;Joigny;0;0;0;3;3
2015-11;0087713115;Les Laumes Alésia;1;0;0;3;2
2015-11;0087474239;Landerneau;52;10;0;114;52
2015-11;0087413013;Le Havre;53;10;6;101;32
2015-11;0087763557;L'Argentière Les Écrins;2;0;0;2;0
2015-11;0087191114;Hagondange;2;0;0;9;7
2015-11;0087576876;Gièvres;0;0;0;1;1
2015-11;0087611467;Colomiers;0;2;0;2;0
2015-11;0087584052;Libourne;15;21;1;100;63
2015-11;0087726331;Rive-de-Gier;0;0;0;0;0
2015-11;0087172270;Rethel;89;1;0;91;1
2015-11;0087672006;Pau;41;15;2;176;118
2015-11;0087615344;Saint-Sulpice;2;0;0;9;7
2015-11;0087281444;Saint-Omer;8;3;0;26;15
2015-11;0087672253;Orthez;53;3;2;75;17
2015-11;0087586545;Marmande;25;5;0;61;31
2015-11;0087756486;Menton;6;7;1;34;20
2015-11;0087683573;Auxerre Saint-Gervais;17;1;0;32;14
2015-11;0087286146;Armentières;3;1;1;8;3
2015-11;0087411017;Rouen Rive Droite;128;34;7;333;164
2015-11;0087694687;Paray-le-Monial;1;1;0;13;11
2015-11;0087613893;Villefranche-de-Rouergue;2;0;0;6;4
2015-11;0087613661;Viviez - Decazeville;0;0;0;0;0
2015-11;0087571240;Saint-Pierre-des-Corps;159;102;16;800;523
2015-11;0087611863;Valence d'Agen;0;1;0;3;2
2015-11;0087755009;Toulon;88;157;0;491;246
2015-11;0087481838;Savenay;11;2;0;29;16
2015-11;0087313346;Montdidier;0;1;0;2;1
2015-11;0087713131;Montbard;2;5;0;40;33
2015-11;0087615732;Naucelle;0;0;0;0;0
2015-11;0087576884;Villefranche-sur-Cher;0;0;0;2;2
2015-11;0087763300;Veynes Dévoluy;0;1;0;6;5
2015-11;0087576009;Vierzon;22;23;5;164;114
2015-11;0087615542;Mazamet;0;0;0;4;4
2015-11;0087576322;Saint-Amand-Montrond - Orval;0;0;0;2;2
2015-11;0087473009;Saint-Brieuc;42;37;2;169;88
2015-11;0087271817;Soissons;3;6;0;14;5
2015-11;0087487009;Thouars;2;0;0;9;7
2015-11;0087491803;Royan;4;12;1;33;16
2015-11;0087611004;Toulouse Matabiau;319;242;8;1540;971
2017-11;0087113696;Rosny Bois Perrier;0;0;0;0;0
2017-11;0087491803;Royan;10;6;4;0;20
2017-11;0087734038;Royat - Chamalières;0;0;0;0;0
2017-11;0087576322;Saint-Amand-Montrond - Orval;4;0;0;0;4
2017-11;0087382358;Saint-Cloud;6;11;1;0;18
2017-11;0087175000;Saint-Dizier;9;8;2;0;19
2017-11;0087481226;Sainte-Pazanne;9;0;1;0;10
2017-11;0087491001;Saintes;83;25;30;2;140
2017-11;0087683318;Saint-Florentin - Vergigny;3;0;0;0;3
2017-11;0087732206;Saint-Germain-des-Fossés;12;0;2;0;14
2017-11;0087713651;Saint-Jean-de-Losne;0;2;0;0;2
2017-11;0087742320;Saint-Jean-de-Maurienne Arvan;8;2;1;3;14
2017-11;0087761718;Saint-Marcellin;1;0;0;0;1
2017-11;0087571240;Saint-Pierre-des-Corps;543;197;131;29;900
2017-11;0087276188;Sannois;19;11;1;0;31
2015-01;0087753657;Arles;13;16;0;49;20
2015-01;0087755447;Les Arcs - Draguignan;24;20;3;83;36
2015-01;0087486449;Les Sables-d'Olonne;15;12;0;49;22
2015-01;0087296012;Laon;3;2;0;15;10
2015-01;0087594663;Pompadour;0;0;0;0;0
2015-01;0087694141;Étang;0;0;0;4;4
2015-01;0087543165;Salbris;0;0;0;2;2
2015-01;0087645168;Maurs;0;0;0;3;3
2015-01;0087781609;Bédarieux;2;2;0;7;3
2015-01;0087734251;Arvant;0;0;0;12;12
2015-01;0087694109;Le Creusot - Montceau-les-Mines - Montchanin TGV;13;26;0;75;36
2015-01;0087413385;Yvetot;11;1;0;23;11
2015-01;0087391102;Paris Montparnasse 3 Vaugirard;3;26;0;58;29
2015-01;0087446179;Saint-Cyprien Arènes;29;0;0;29;0
2015-01;0087741728;Moûtiers - Salins - Brides-les-Bains;6;15;0;42;21
2015-01;0087611152;Montréjeau - Gourdan-Polignan;6;3;0;24;15
2015-01;0087773002;Montpellier Saint-Roch;322;242;16;1199;619
2015-01;0087141291;Neufchâteau;0;2;0;14;12
2015-01;0087763029;Valence TGV Rhône-Alpes Sud;129;106;4;613;374
2015-01;0087725622;Tournus;3;2;0;11;6
2015-01;0087481226;Sainte-Pazanne;4;11;0;34;19
2015-01;0087394148;Saint-Piat;0;0;0;0;0
2015-01;0087726778;Bas - Monistrol;0;0;0;1;1
2015-01;0087763607;Briançon;10;6;0;33;17
2015-01;0087576876;Gièvres;0;0;0;2;2
2015-01;0087734871;Massiac - Blesle;0;0;0;21;21
2015-01;0087545756;Châteaudun;1;1;0;6;4
2015-01;0087486019;La Roche-sur-Yon;25;13;0;109;71
2015-01;0087571828;Langeais;0;0;0;5;5
2015-01;0087741132;Aix-les-Bains le Revard;30;11;1;77;35
2015-01;0087726000;Saint-Étienne Châteaucreux;53;34;2;237;148
2015-01;0087575050;Sainte-Maure - Noyant;0;0;0;0;0
2015-01;0087478107;Saint-Malo;26;30;0;109;53
2015-01;0087447003;Saint-Lô;15;1;0;27;11
2015-01;0087142109;Lorraine TGV;51;36;1;184;96
2015-01;0087641415;Commentry;0;1;0;1;0
2015-01;0087686667;Paris Bercy;49;46;1;269;173
2015-01;0087683219;Villeneuve-sur-Yonne;1;0;0;2;1
2015-01;0087761007;Valence;64;46;6;263;147
2015-01;0087734475;Thiers;0;0;0;0;0
2015-01;0087447219;Lison;12;4;1;55;38
2015-01;0087194001;Longwy;0;3;0;11;8
2015-01;0087734319;Langeac;0;0;0;0;0
2015-01;0087387001;Évreux Normandie;37;8;1;69;23
2015-01;0087313387;Estrées-Saint-Denis;0;0;0;0;0
2015-01;0087484006;Angers Saint-Laud;193;139;6;814;476
2015-01;0087615005;Albi ville;12;3;1;57;41
2015-01;0087713347;Auxonne;0;0;0;3;3
2015-01;0087613422;Rodez;4;7;0;36;25
2015-01;0087672279;Puyoô;3;0;0;10;7
2015-01;0087172080;Revin;0;0;0;0;0
2015-01;0087192401;Ars-sur-Moselle;0;0;0;1;1
2015-01;0087182238;Altkirch;2;0;0;2;0
2015-01;0087592709;Saint-Junien;3;0;0;9;6
2015-01;0087592824;Saint-Yrieix;0;0;0;12;12
2015-01;0087141820;Pont-à-Mousson;24;0;1;31;6
2015-01;0087595009;Périgueux;19;17;4;122;82
2015-01;0087144451;Remiremont;3;1;1;14;9
2015-01;0087317404;Rue;0;3;0;3;0
2015-01;0087713529;Nuits-Saint-Georges;2;0;0;3;1
2015-01;0087696005;Nevers;37;18;0;210;155
2015-01;0087295006;Maubeuge;15;13;1;38;9
2015-01;0087756486;Menton;3;28;1;81;49
2015-01;0087444372;Trouville - Deauville;13;14;4;44;13
2015-01;0087174276;Vitry-le-François;11;1;0;31;19
2015-01;0087641357;Vallon-en-Sully;0;0;0;0;0
2015-01;0087191114;Hagondange;1;2;0;14;11
2015-01;0087763466;Embrun;2;2;0;5;1
2015-01;0087584268;Bergerac;3;4;0;48;41
2015-01;0087317263;Calais;16;14;2;48;16
2015-01;0087734699;Le Puy-en-Velay;15;7;0;61;39
2015-01;0087723197;Lyon Part Dieu;863;660;25;3352;1804
2015-01;0087481788;Le Croisic;17;2;0;26;7
2015-01;0087615476;Lavaur;10;0;1;14;3
2015-01;0087281006;Dunkerque;36;10;4;159;109
2015-01;0087447680;Granville;1;7;0;26;18
2015-01;0087746305;La Roche-sur-Foron;1;0;0;4;3
2015-01;0087175091;Joinville;1;0;0;1;0
2015-01;0087784009;Perpignan;75;89;3;286;119
2015-01;0087734749;Retournac;0;0;0;3;3
2015-01;0087783175;Saint-Flour - Chaudes-Aigues;0;0;0;18;18
2015-01;0087411017;Rouen Rive Droite;134;46;23;359;156
2015-01;0087491449;Cognac;0;0;0;26;26
2015-01;0087696807;Clamecy;0;0;0;0;0
2015-01;0087751008;Marseille Saint-Charles;333;420;14;1359;592
2017-08;0087141150;Lunéville;6;4;0;18;8
2017-08;0087487603;Saumur;13;14;1;98;70
2017-08;0087481838;Savenay;6;3;0;20;11
2017-08;0087313882;TGV Haute Picardie;43;74;3;222;102
2017-08;0087745646;Thonon-les-Bains;22;19;0;58;17
2017-08;0087381178;Us;0;0;0;0;0
2017-08;0087761007;Valence;73;55;4;366;234
2017-08;0087732008;Vichy;44;38;5;242;155
2017-08;0087271734;Villers-Cotterêts;1;0;0;1;0
2017-08;0087471508;Vitré;7;3;0;32;22
2017-08;0087191106;Maizières-lès-Metz;0;0;0;0;0
2017-08;0087751321;Manosque - Gréoux-les-Bains;1;12;0;26;13
2017-08;0087111849;Marne-la-Vallée Chessy;400;234;8;1094;452
2017-08;0087672725;Oloron-Sainte-Marie;2;0;2;7;3
2017-08;0087747493;Pontcharra sur Bréda - Allevard;0;0;0;0;0
2017-08;0087571794;Port Boulet;0;2;0;4;2
2017-08;0087144451;Remiremont;6;9;0;36;21
2017-08;0087726000;Saint-Étienne Châteaucreux;74;64;3;360;219
2017-08;0087683318;Saint-Florentin - Vergigny;0;1;0;2;1
2017-08;0087592824;Saint-Yrieix;0;0;0;8;8
2017-08;0087172254;Sedan;21;21;0;49;7
2017-08;0087725622;Tournus;0;1;1;10;8
2017-08;0087594200;Uzerche;5;11;0;25;9
2017-08;0087382861;Versailles Rive Droite;32;0;0;33;1
2017-08;0087545707;Voves;0;0;0;0;0
2017-08;0087485300;Niort;31;69;3;285;182
2017-08;0087683136;Pont-sur-Yonne;2;0;0;2;0
2017-08;0087317057;Rang-du-Fliers - Verton - Berck;31;7;0;58;20
2017-08;0087471300;Redon;63;21;0;215;131
2017-08;0087474635;Roscoff;0;1;0;1;0
2017-08;0087394148;Saint-Piat;0;0;0;0;0
2017-08;0087381186;Santeuil - Le Perchay;0;0;0;0;0
2017-08;0087683003;Sens;20;11;0;61;30
2017-08;0087613893;Villefranche-de-Rouergue;1;0;0;12;11
2017-08;0087684274;Nogent-sur-Vernisson;0;0;0;3;3
2017-08;0087386573;Poissy;9;1;0;12;2
2017-08;0087734053;Riom - Châtel-Guyon;5;2;0;63;56
2017-08;0087713651;Saint-Jean-de-Losne;0;0;0;1;1
2017-08;0087382481;Saint-Nom-la-Bretèche Forêt de Marly;0;0;0;0;0
2017-08;0087615344;Saint-Sulpice;2;1;0;5;2
2017-08;0087586651;Tonneins;24;0;0;30;6
2017-08;0087613661;Viviez - Decazeville;1;0;0;4;3
2017-08;0087413385;Yvetot;16;6;0;36;14
2017-08;0087113001;Paris Est;395;344;12;1272;521
2017-08;0087594663;Pompadour;0;0;0;5;5
2017-08;0087118158;Romilly-sur-Seine;3;0;0;10;7
2017-08;0087415885;Rosny-sur-Seine;0;0;0;0;0
2017-05;0087641357;Vallon-en-Sully;0;0;0;0;0
2017-05;0087576884;Villefranche-sur-Cher;0;0;0;0;0
2017-05;0087144279;Vittel;1;0;0;1;0
2017-05;0087785006;Cerbère;0;0;0;4;4
2017-05;0087171330;Fismes;0;0;0;0;0
2017-05;0087763003;Gap;11;11;0;51;29
2017-05;0087747006;Grenoble;353;117;10;751;271
2017-05;0087746305;La Roche-sur-Foron;4;0;0;9;5
2017-05;0087286005;Lille Flandres;373;157;9;893;354
2017-05;0087194001;Longwy;0;2;0;7;5
2017-05;0087141150;Lunéville;7;0;0;15;8
2017-05;0087751008;Marseille Saint-Charles;428;738;32;2150;952
2017-05;0087734871;Massiac - Blesle;0;0;0;17;17
2017-05;0087393702;Massy TGV;96;146;7;409;160
2017-05;0087781104;Narbonne;81;117;7;492;287
2017-05;0087141291;Neufchâteau;0;5;0;22;17
2017-05;0087592725;Nexon;0;0;0;0;0
2017-05;0087672725;Oloron-Sainte-Marie;1;5;0;8;2
2017-05;0087611343;Pamiers;14;3;0;24;7
2017-05;0087118158;Romilly-sur-Seine;3;1;0;9;5
2017-05;0087543165;Salbris;0;1;0;12;11
2017-05;0087381186;Santeuil - Le Perchay;0;0;0;0;0
2017-05;0087611004;Toulouse Matabiau;414;458;22;2709;1815
2017-05;0087286542;Tourcoing;37;17;2;86;30
2017-05;0087763029;Valence TGV Rhône-Alpes Sud;199;211;4;925;511
2017-05;0087734426;Vertaizon;0;0;0;0;0
2017-05;0087386649;Villennes-sur-Seine;0;0;0;0;0
2017-05;0087613661;Viviez - Decazeville;0;0;0;0;0
2017-05;0087586008;Agen;72;64;2;302;164
2017-05;0087741645;Albertville;10;6;0;25;9
2017-05;0087576439;Avord;0;0;0;1;1
2017-05;0087313510;Beauvais;21;3;0;37;13
2017-05;0087574475;Bléré la Croix;0;1;0;1;0
2017-05;0087394452;Brou;0;0;0;0;0
2017-05;0087171926;Champagne-Ardenne TGV;25;73;4;256;154
2017-05;0087175257;Commercy;1;0;0;1;0
2017-05;0087696427;Dompierre Sept Fons;0;0;0;1;1
2017-05;0087613091;Figeac;2;3;1;35;29
2017-05;0087781005;Béziers;66;89;7;317;155
2017-05;0087743005;Bourg-en-Bresse;64;31;0;181;86
2017-05;0087741793;Bourg-Saint-Maurice;0;2;0;3;1
2017-05;0087382333;Chaville Rive Droite;0;1;1;4;2
2017-05;0087192666;Conflans - Jarny;0;0;0;6;6
2017-05;0087144006;Épinal;32;15;0;135;88
2017-05;0087382259;Garches - Marnes-la-Coquette;23;0;0;25;2
2017-05;0087684290;Gien;0;0;2;11;9
2017-05;0087755629;Hyères;13;61;0;107;33
2017-05;0087713859;Is-sur-Tille;0;0;0;0;0
2017-05;0087381558;Juziers;0;0;0;1;1
2017-05;0087382218;La Défense;46;1;0;54;7
2017-05;0087571828;Langeais;0;0;0;11;11
2017-05;0087671123;Lannemezan;0;1;0;14;13
2017-05;0087396002;Le Mans;230;192;7;924;495
2015-08;0087318964;Avignon TGV;295;368;11;1195;521
2015-08;0087694570;Autun;0;0;0;0;0
2015-08;0087324095;Futuroscope;21;4;0;39;14
2015-08;0087171553;Épernay;4;2;0;26;20
2015-08;0087713040;Dijon;190;127;6;839;516
2015-08;0087345009;Douai;75;42;2;160;41
2015-08;0087313056;Corbie;0;0;0;0;0
2015-08;0087474338;Morlaix;22;52;3;167;90
2015-08;0087746479;Saint-Gervais-les-Bains Le Fayet;14;26;0;82;42
2015-08;0087215012;Sarrebourg;9;1;0;18;8
2015-08;0087734749;Retournac;0;0;0;4;4
2015-08;0087192468;Pagny-sur-Moselle;0;0;0;0;0
2015-08;0087576884;Villefranche-sur-Cher;2;0;0;3;1
2015-08;0087413385;Yvetot;15;2;0;25;8
2015-08;0087723197;Lyon Part Dieu;1629;1126;49;6173;3369
2015-08;0087141150;Lunéville;11;0;0;24;13
2015-08;0087147322;Meuse TGV;14;3;0;38;21
2015-08;0087611889;Moissac;0;0;0;5;5
2015-08;0087212027;Strasbourg;386;228;10;1189;565
2015-09;0087486571;Saint-Gilles-Croix-de-Vie;10;5;0;24;9
2015-09;0087172080;Revin;0;0;0;0;0
2015-09;0087391102;Paris Montparnasse 3 Vaugirard;2;24;2;61;33
2015-09;0087571794;Port Boulet;0;0;0;1;1
2015-09;0087684274;Nogent-sur-Vernisson;0;0;0;0;0
2015-09;0087576116;Mehun-sur-Yèvre;0;0;0;0;0
2015-09;0087141002;Nancy;339;119;11;809;340
2015-09;0087393009;Versailles Chantiers;11;10;1;43;21
2015-09;0087576884;Villefranche-sur-Cher;0;0;0;5;5
2015-09;0087722025;Lyon Perrache;82;63;0;346;201
2015-09;0087394130;Maintenon;0;0;0;0;0
2015-09;0087713529;Nuits-Saint-Georges;2;1;0;7;4
2015-09;0087575076;Port-de-Piles;0;0;0;0;0
2015-09;0087611038;Muret;13;3;1;31;14
2015-09;0087763508;Mont-Dauphin - Guillestre;0;0;0;1;1
2015-09;0087783282;Marvejols;2;1;0;5;2
2015-09;0087745646;Thonon-les-Bains;8;6;1;28;13
2015-09;0087641357;Vallon-en-Sully;0;0;0;0;0
2015-09;0087734426;Vertaizon;0;0;0;1;1
2015-09;0087281444;Saint-Omer;15;4;0;29;10
2015-09;0087394148;Saint-Piat;0;0;0;0;0
2015-09;0087381509;Mantes-la-Jolie;8;5;0;30;17
2015-09;0087645473;Le Lioran;0;0;0;0;0
2015-09;0087713735;Louhans;0;0;0;1;1
2015-09;0087581009;Bordeaux Saint-Jean;467;627;35;2656;1527
2015-09;0087474007;Brest;103;47;0;218;68
2015-09;0087574665;Château-Renault;0;0;0;0;0
2015-09;0087276691;Compiègne;9;10;0;37;18
2015-09;0087444067;Bayeux;12;5;4;38;17
2015-09;0087144006;Épinal;34;9;1;110;66
2015-09;0087193003;Forbach;26;3;3;37;5
2015-09;0087171330;Fismes;0;0;0;0;0
2015-09;0087734202;Issoire;3;7;0;23;13
2015-09;0087671123;Lannemezan;2;3;3;20;12
2015-09;0087571828;Langeais;0;0;0;3;3
2015-09;0087574160;Beaugency;0;1;0;6;5
2015-09;0087713545;Beaune;1;7;1;71;62
2015-09;0087611749;Auch;10;1;0;16;5
2015-09;0087543124;La Ferté-Saint-Aubin;0;0;0;1;1
2015-09;0087574343;Amboise;8;2;0;50;40
2015-07;0087683136;Pont-sur-Yonne;0;0;0;0;0
