Code gare;Intitulé gare;Intitulé fronton de gare;Gare DRG;Gare étrangère;Agence gare;Région SNCF;Unité gare;UT;Nbre plateformes;N° plateforme;Intitulé plateforme;Code postal;Commune;Département - Commune;Département;Région;Longitude WGS84;Latitude WGS84;Code UIC;TVS;Segment DRG;Niveau de service;SOP;RG;Date fin validité plateforme;WGS 84
02901;Muizon;Muizon;Yes;No;Agence Est-Européen;REGION CHAMPAGNE-ARDENNE;UG Champagne;MUIZON VILLAGE HALTE;1;1;Muizon;51140;Muizon;51-391;Marne;Grand Est;3.8915287;49.2781012;0087171298;MIZ;c;1;;GARES C CHAMPAGNE ARDENNE;;49.2781012, 3.8915287
02904;Montbré;Montbré;Yes;No;Agence Est-Européen;REGION CHAMPAGNE-ARDENNE;UG Champagne;MONTBRE HALTE;1;1;Montbré;51500;Montbré;51-375;Marne;Grand Est;4.0388482;49.1942075;0087171256;MPB;c;1;;GARES C CHAMPAGNE ARDENNE;;49.1942075, 4.0388482
02866;Haybes;Haybes;Yes;No;Agence Est-Européen;REGION CHAMPAGNE-ARDENNE;UG Champagne;HAYBES GARE;1;1;Haybes;08170;Haybes;08-222;Ardennes;Grand Est;4.7045378;50.0116888;0087172106;HYM;c;1;;GARES C CHAMPAGNE ARDENNE;;50.0116888, 4.7045378
02708;Ancy-sur-Moselle;Ancy-sur-Moselle;Yes;No;Agence Est-Européen;REGION LORRAINE;UG Lorraine;ANCY SUR MOSELLE GARE;1;1;Ancy-sur-Moselle;57130;Ancy-Dornot;57-021;Moselle;Grand Est;6.0627661;49.0575093;0087192419;AYM;c;1;;GARES C LORRAINE;;49.0575093, 6.0627661
02713;Sanry-sur-Nied;Sanry-sur-Nied;Yes;No;Agence Est-Européen;REGION LORRAINE;UG Lorraine;SANRY SUR NIED GARE;1;1;Sanry-sur-Nied;57530;Sanry-sur-Nied;57-627;Moselle;Grand Est;6.3399775;49.0445991;0087192229;SWN;c;1;;GARES C LORRAINE;;49.0445991, 6.3399775
02720;Rombas - Clouange;Rombas - Clouange;Yes;No;Agence Est-Européen;REGION LORRAINE;UG Lorraine;ROMBAS CLOUANGE GARE;1;1;Rombas - Clouange;57120;Rombas;57-591;Moselle;Grand Est;6.0990538;49.2560553;0087191734;RBS;c;1;;GARES C LORRAINE;;49.2560553, 6.0990538
02723;Homécourt;Homécourt;Yes;No;Agence Est-Européen;REGION LORRAINE;UG Lorraine;HOMECOURT GARE;1;1;Homécourt;54310;Homécourt;54-263;Meurthe-et-Moselle;Grand Est;5.9991714;49.2182988;0087191692;HOM;c;1;;GARES C LORRAINE;;49.2182988, 5.9991714
02734;Kédange;Kédange;Yes;No;Agence Est-Européen;REGION LORRAINE;UG Lorraine;KEDANGE GARE;1;1;Kédange;57920;Kédange-sur-Canner;57-358;Moselle;Grand Est;6.3324034;49.3056643;0087191346;KDG;c;1;;GARES C LORRAINE;;49.3056643, 6.3324034
02698;Bouzonville;Bouzonville;Yes;No;Agence Est-Européen;REGION LORRAINE;UG Lorraine;BOUZONVILLE GARE;1;1;Bouzonville;57320;Bouzonville;57-106;Moselle;Grand Est;6.5293736;49.2899739;0087193177;BZV;c;1;;GARES C LORRAINE;;49.2899739, 6.5293736
02724;Auboué;Auboué;Yes;No;Agence Est-Européen;REGION LORRAINE;UG Lorraine;AUBOUE P GARE;1;1;Auboué;54580;Auboué;54-028;Meurthe-et-Moselle;Grand Est;5.9714608;49.216163;0087191684;ABE;c;1;;GARES C LORRAINE;;49.216163, 5.9714608
02706;Onville;Onville;Yes;No;Agence Est-Européen;REGION LORRAINE;UG Lorraine;ONVILLE GARE;1;1;Onville;54890;Onville;54-410;Meurthe-et-Moselle;Grand Est;5.97909;49.01367;0087192435;ONV;c;1;;GARES C LORRAINE;;49.01367, 5.97909
02699;Forbach;Forbach;Yes;No;Agence Est-Européen;REGION LORRAINE;UG Lorraine;FORBACH P GARE;1;1;Forbach;57600;Forbach;57-227;Moselle;Grand Est;6.9013184;49.1892278;0087193003;FOB;b;2;;GARE FORBACH;;49.1892278, 6.9013184
02712;Rémilly;Rémilly;Yes;No;Agence Est-Européen;REGION LORRAINE;UG Lorraine;REMILLY GARE;1;1;Rémilly;57580;Rémilly;57-572;Moselle;Grand Est;6.3950968;49.0140249;0087192237;RMI;b;1;;Gare Remilly;;49.0140249, 6.3950968
03072;Marne-la-Vallée Chessy;Marne-la-Vallée Chessy;Yes;No;Agence Ile-de-France;REGION DE PARIS-SUD-EST;UG Paris-Est;MARNE LA VALLEE CHESSY P GARE TGV;1;1;Marne-la-Vallée Chessy;77111;Chessy;77-111;Seine-et-Marne;Île-de-France;2.782720;48.869856;0087111849;MLV;a;3;;GARE CHESSY MARNE LA VALLEE;;48.869856, 2.78272
03085;Châteaubriant Tram Train;Châteaubriant Tram Train;Yes;No;Agence Centre-Ouest;REGION BRETAGNE;;;1;1;Châteaubriant Tram Train;44110;Châteaubriant;44-036;Loire-Atlantique;Pays de la Loire;-1.37135;47.71713;0087590372;;c;;;GARES C PAYS DE LA LOIRE;;47.71713, -1.37135
03212;Villetaneuse Université;Villetaneuse Université;Yes;No;DGIF;;;;1;1;Villetaneuse Université;;Villetaneuse;93-079;Seine-Saint-Denis;Île-de-France;2.34251;48.96;0087697318;;b;;;Gares C Ile-de-France;;48.96, 2.34251
03213;Stains la Cerisaie;Stains la Cerisaie;Yes;No;DGIF;;;;1;1;Stains la Cerisaie;;;;;;2.39209;48.95480;0087697334;;b;;;Gares C Ile-de-France;;48.9548, 2.39209
03003;Brion - Montréal-la-Cluse;Brion - Montréal-la-Cluse;Yes;No;Agence Centre Est Rhône Alpin;REGION ALPES;UG Alpes;BRION MONTREAL LA CLUSE HALTE;1;1;Brion - Montréal-la-Cluse;01460;Brion;01-063;Ain;Auvergne-Rhône-Alpes;5.5585203;46.1757013;0087131961;BMC;c;1;;GARES C RHONE ALPES;;46.1757013, 5.5585203
02998;Fontenoy-sur-Moselle;Fontenoy-sur-Moselle;Yes;No;Agence Est-Européen;REGION LORRAINE;UG Lorraine;FONTENOY SUR MOSELLE GARE;1;1;Fontenoy-sur-Moselle;54840;Fontenoy-sur-Moselle;54-202;Meurthe-et-Moselle;Grand Est;5.9803654;48.711721;0087141051;FBE;c;1;;GARES C LORRAINE;;48.711721, 5.9803654
03020;Château-Thierry;Château-Thierry;Yes;No;Agence Manche-Nord;REGION DE PARIS-EST;UG Picardie;CHATEAU THIERRY P GARE;1;1;Château-Thierry;02400;Château-Thierry;02-168;Aisne;Hauts-de-France;3.409514;49.038224;0087116582;CTH;b;2;;GARE CHATEAU THIERRY;;49.038224, 3.409514
03005;Vendeuvre;Vendeuvre;Yes;No;Agence Est-Européen;REGION CHAMPAGNE-ARDENNE;UG Champagne;VENDEUVRE GARE;1;1;Vendeuvre;10140;Vendeuvre-sur-Barse;10-401;Aube;Grand Est;4.4672135;48.2400686;0087118257;VUV;c;1;;GARES C CHAMPAGNE ARDENNE;;48.2400686, 4.4672135
03019;Isles - Armentières - Congis;Isles - Armentières - Congis;Yes;No;Agence Ile-de-France;REGION DE PARIS-EST;;ISLES ARMENTIERES CONGIS GARE;1;1;Isles - Armentières - Congis;77440;Isles-les-Meldeuses;77-231;Seine-et-Marne;Île-de-France;3.0072998;48.9980994;0087116616;IAC;c;;;Gares C Ile-de-France;;48.9980994, 3.0072998
03034;Guérard - La Celle-sur-Morin;Guérard - La Celle-sur-Morin;Yes;No;Agence Ile-de-France;REGION DE PARIS-EST;;GUERARD LA CELLE SUR MORIN GARE;1;1;Guérard - La Celle-sur-Morin;77580;Guérard;77-219;Seine-et-Marne;Île-de-France;2.954783;48.810588;0087116269;GCM;b;;;Gare Guérard La Celle surMorin;;48.810588, 2.954783
03029;Lagny - Thorigny;Lagny - Thorigny;Yes;No;Agence Ile-de-France;REGION DE PARIS-EST;;LAGNY THORIGNY P GARE;1;1;Lagny - Thorigny;77400;Thorigny-sur-Marne;77-464;Seine-et-Marne;Île-de-France;2.70404228;48.88218325;0087116319;LGY;b;;;GARE LAGNY THORIGNY;;48.88218325, 2.70404228
03023;Nanteuil - Saâcy;Nanteuil - Saâcy;Yes;No;Agence Ile-de-France;REGION DE PARIS-EST;;NANTEUIL SAACY P GARE;1;1;Nanteuil - Saâcy;77730;Saâcy-sur-Marne;77-397;Seine-et-Marne;Île-de-France;3.2200172;48.9738082;0087116558;NAU;b;;;Gare Nanteuil Saâcy;;48.9738082, 3.2200172
03036;Marles-en-Brie;Marles-en-Brie;Yes;No;Agence Ile-de-France;REGION DE PARIS-EST;;MARLES EN BRIE GARE;1;1;Marles-en-Brie;77610;Houssaye-en-Brie;77-229;Seine-et-Marne;Île-de-France;2.868099;48.733976;0087116228;MLB;b;;;Gare Marles en Brie;;48.733976, 2.868099
03030;Coulommiers;Coulommiers;Yes;No;Agence Ile-de-France;REGION DE PARIS-EST;;COULOMMIERS GARE;1;1;Coulommiers;77120;Coulommiers;77-131;Seine-et-Marne;Île-de-France;3.082250;48.808006;0087116301;CQU;b;;;Gare Coulommiers;;48.808006, 3.08225
03071;Balsièges Bourg;Balsièges Bourg;Yes;No;Agence Grand Sud;REGION LANGUEDOC-ROUSSILLON;UG Languedoc Roussillon;BALSIEGES GARE;1;1;Balsièges Bourg;48000;Balsièges;48-016;Lozère;Occitanie;3.4560976;44.4820108;0087111864;BKB;c;1;;GARES C LANGUEDOC ROUSSILLON;;44.4820108, 3.4560976
03066;Le Raincy - Villemomble - Montfermeil;Le Raincy - Villemomble - Montfermeil;Yes;No;Agence Ile-de-France;REGION DE PARIS-EST;;LE RAINCY VILLEMOMBLE MONTFERMEIL P GARE;1;1;Le Raincy - Villemomble - Montfermeil;93340;Raincy;93-062;Seine-Saint-Denis;Île-de-France;2.512062;48.889325;0087113472;RVM;b;;;GARE LE RAINCY VILLEMOMBLE;;48.889325, 2.512062
03053;Allée de la Tour Rendez-Vous;Allée de la Tour Rendez-Vous;Yes;No;Agence Ile-de-France;REGION DE PARIS-EST;;ALLEE DE LA TOUR RENDEZ VOUS P GARE;1;1;Allée de la Tour Rendez-Vous;93320;Villemomble;93-077;Seine-Saint-Denis;Île-de-France;2.506475;48.897109;0087113878;AET;b;;;Gare Allée de la Tour Rendez V;;48.897109, 2.506475
03048;Ozoir-la-Ferrière;Ozoir-la-Ferrière;Yes;No;Agence Ile-de-France;REGION DE PARIS-EST;;OZOIR LA FERRIERE GARE;1;1;Ozoir-la-Ferrière;77330;Ozoir-la-Ferrière;77-350;Seine-et-Marne;Île-de-France;2.689841;48.770720;0087116020;OZF;b;;;Gare Ozoir La Ferrière;;48.77072, 2.689841
03061;Val de Fontenay;Val de Fontenay;Yes;No;Agence Ile-de-France;REGION DE PARIS-EST;;VAL DE FONTENAY GARE RER/SNCF;1;1;Val de Fontenay;94120;Fontenay-sous-Bois;94-033;Val-de-Marne;Île-de-France;2.489097;48.854238;0087113712;VDF;b;;;GARE VAL DE FONTENAY;;48.854238, 2.489097
03051;Freinville Sevran;Freinville Sevran;Yes;No;Agence Ile-de-France;REGION DE PARIS-EST;;FREINVILLE SEVRAN GARE;1;1;Freinville Sevran;93270;Sevran;93-071;Seine-Saint-Denis;Île-de-France;2.519019;48.926637;0087113894;FSV;b;;;Gare Freinville Sevran;;48.926637, 2.519019
03041;Chelles - Gournay;Chelles - Gournay;Yes;No;Agence Ile-de-France;REGION DE PARIS-EST;;CHELLES GOURNAY VOYAGEURS;1;1;Chelles - Gournay;77500;Chelles;77-108;Seine-et-Marne;Île-de-France;2.582484;48.874128;0087116111;CSG;b;;;GARE CHELLES GOURNAY;;48.874128, 2.582484
03037;Tournan;Tournan;Yes;No;Agence Ile-de-France;REGION DE PARIS-EST;;TOURNAN GARE;1;1;Tournan;77220;Tournan-en-Brie;77-470;Seine-et-Marne;Île-de-France;2.75957134;48.7393088;0087116210;TOU;b;;;Gare Tournan;;48.7393088, 2.75957134
03044;Mormant;Mormant;Yes;No;Agence Ile-de-France;REGION DE PARIS-EST;;MORMANT GARE;1;1;Mormant;77720;Mormant;77-317;Seine-et-Marne;Île-de-France;2.888810;48.613564;0087116087;MRT;b;;;Gare Mormant;;48.613564, 2.88881
03067;Bondy;Bondy;Yes;No;Agence Ile-de-France;REGION DE PARIS-EST;;BONDY GARE;1;1;Bondy;93140;Bondy;93-010;Seine-Saint-Denis;Île-de-France;2.478600;48.894208;0087113407;BDY;b;;;GARE BONDY;;48.894208, 2.4786
02671;Audun-le-Roman;Audun-le-Roman;Yes;No;Agence Est-Européen;REGION LORRAINE;UG Lorraine;AUDUN LE ROMAN GARE;1;1;Audun-le-Roman;54560;Audun-le-Roman;54-029;Meurthe-et-Moselle;Grand Est;5.89139;49.36682;0087194357;ALR;c;1;;GARES C LORRAINE;;49.36682, 5.89139
02688;Sarreguemines;Sarreguemines;Yes;No;Agence Est-Européen;REGION LORRAINE;UG Lorraine;SARREGUEMINES P GARE;1;1;Sarreguemines;57200;Sarreguemines;57-631;Moselle;Grand Est;7.0686398;49.1073357;0087193615;SGS;b;1;;Gare Sarreguemines;;49.1073357, 7.0686398
02682;Herbitzheim;Herbitzheim;Yes;No;Agence Est-Européen;REGION LORRAINE;UG TER Rhénan;HERBITZHEIM GARE;1;1;Herbitzheim;67260;Herbitzheim;67-191;Bas-Rhin;Grand Est;7.0801596;49.0138973;0087193672;HBZ;c;1;;GARES C ALSACE;;49.0138973, 7.0801596
02666;Stephansfeld;Stephansfeld;Yes;No;Agence Est-Européen;REGION ALSACE;UG TER Rhénan;STEPHANSFELD GARE;1;1;Stephansfeld;67170;Brumath;67-067;Bas-Rhin;Grand Est;7.7045946;48.7175872;0087212126;SFX;c;1;;GARES C ALSACE;;48.7175872, 7.7045946
02697;Béning;Béning;Yes;No;Agence Est-Européen;REGION LORRAINE;UG Lorraine;BENING P GARE;1;1;Béning;57800;Béning-lès-Saint-Avold;57-061;Moselle;Grand Est;6.8282982;49.1379541;0087193250;BNG;b;1;;Gare Bening;;49.1379541, 6.8282982
02672;Longuyon;Longuyon;Yes;No;Agence Est-Européen;REGION LORRAINE;UG Lorraine;LONGUYON GARE;1;1;Longuyon;54260;Longuyon;54-322;Meurthe-et-Moselle;Grand Est;5.604482;49.4442555;0087194274;LGN;c;1;;GARES C LORRAINE;;49.4442555, 5.604482
02668;Mundolsheim;Mundolsheim;Yes;No;Agence Est-Européen;REGION ALSACE;UG TER Rhénan;MUNDOLSHEIM GARE;1;1;Mundolsheim;67450;Mundolsheim;67-309;Bas-Rhin;Grand Est;7.721389;48.6447732;0087212100;MUM;c;1;;GARES C ALSACE;;48.6447732, 7.721389
02664;Mommenheim;Mommenheim;Yes;No;Agence Est-Européen;REGION ALSACE;UG TER Rhénan;MOMMENHEIM GARE;1;1;Mommenheim;67670;Mommenheim;67-301;Bas-Rhin;Grand Est;7.6422273;48.7561587;0087212142;MOH;b;1;;Gare Mommenheim;;48.7561587, 7.6422273
02683;Kalhausen;Kalhausen;Yes;No;Agence Est-Européen;REGION LORRAINE;UG Lorraine;KALHAUSEN GARE;1;1;Kalhausen;57412;Kalhausen;57-355;Moselle;Grand Est;7.125352;49.0350585;0087193664;KHS;c;1;;GARES C LORRAINE;;49.0350585, 7.125352
02679;Rohrbach-lès-Bitche;Rohrbach-lès-Bitche;Yes;No;Agence Est-Européen;REGION LORRAINE;;ROHRBACH LES BITCHE GARE;1;1;Rohrbach-lès-Bitche;57410;Rohrbach-lès-Bitche;57-589;Moselle;Grand Est;7.26433;49.05535;0087193789;RLB;;1;;GARES C LORRAINE;;49.05535, 7.26433
02653;Fegersheim - Lipsheim;Fegersheim - Lipsheim;Yes;No;Agence Est-Européen;REGION ALSACE;UG TER Rhénan;FEGERSHEIM GARE;1;1;Fegersheim - Lipsheim;67640;Lipsheim;67-268;Bas-Rhin;Grand Est;7.6724806;48.4905892;0087212266;FHM;b;1;;Gare Fegersheim Lipsheim;;48.4905892, 7.6724806
02659;Strasbourg Roethig;Strasbourg Roethig;Yes;No;Agence Est-Européen;REGION ALSACE;UG TER Rhénan;LINGOLSHEIM GARE;1;1;Strasbourg Roethig;67200;Strasbourg;67-482;Bas-Rhin;Grand Est;7.6950455;48.5632897;0087212191;SQG;c;1;;GARES C ALSACE;;48.5632897, 7.6950455
02655;Graffenstaden;Graffenstaden;Yes;No;Agence Est-Européen;REGION ALSACE;UG TER Rhénan;GRAFFENSTADEN P GARE;1;1;Graffenstaden;67400;Geispolsheim;67-152;Bas-Rhin;Grand Est;7.6897861;48.5324375;0087212241;GRF;c;1;;GARES C ALSACE;;48.5324375, 7.6897861
02639;Munchhausen;Munchhausen;Yes;No;Agence Est-Européen;REGION ALSACE;UG TER Rhénan;MUNCHHAUSEN GARE;1;1;Munchhausen;67470;Munchhausen;67-308;Bas-Rhin;Grand Est;8.1409912;48.9237982;0087212449;MHQ;c;1;;GARES C ALSACE;;48.9237982, 8.1409912
02652;Limersheim;Limersheim;Yes;No;Agence Est-Européen;REGION ALSACE;UG TER Rhénan;LIMERSHEIM GARE;1;1;Limersheim;67150;Limersheim;67-266;Bas-Rhin;Grand Est;7.6603581;48.4617328;0087212274;LHJ;c;1;;GARES C ALSACE;;48.4617328, 7.6603581
02428;Ebblinghem;Ebblinghem;Yes;No;Agence Manche-Nord;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;EBBLINGHEM HALTE;1;1;Ebblinghem;59173;Ebblinghem;59-184;Nord;Hauts-de-France;2.409148;50.7306459;0087281469;EBB;c;1;;GARES C NORD PAS DE CALAIS;;50.7306459, 2.409148
02429;Renescure;Renescure;Yes;No;Agence Manche-Nord;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;RENESCURE HALTE;1;1;Renescure;59173;Renescure;59-497;Nord;Hauts-de-France;2.3713644;50.732006;0087281451;RSC;c;1;;GARES C NORD PAS DE CALAIS;;50.732006, 2.3713644
02437;Bourbourg;Bourbourg;Yes;No;Agence Manche-Nord;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;BOURBOURG GARE;1;1;Bourbourg;59630;Bourbourg;59-094;Nord;Hauts-de-France;2.1942305;50.952267;0087281279;BBU;c;1;;GARES C NORD PAS DE CALAIS;;50.952267, 2.1942305
02441;Esquelbecq;Esquelbecq;Yes;No;Agence Manche-Nord;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;ESQUELBECQ GARE;1;1;Esquelbecq;59470;Esquelbecq;59-210;Nord;Hauts-de-France;2.4121536;50.8894369;0087281113;ESQ;b;1;;GARE ESQUELBECQ;;50.8894369, 2.4121536
02432;Audruicq;Audruicq;Yes;No;Agence Manche-Nord;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;AUDRUICQ GARE;1;1;Audruicq;62370;Audruicq;62-057;Pas-de-Calais;Hauts-de-France;2.07636;50.87567;0087281428;ADQ;b;1;;Gare Audruicq;;50.87567, 2.07636
02442;Bergues;Bergues;Yes;No;Agence Manche-Nord;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;BERGUES P GARE;1;1;Bergues;59380;Bergues;59-067;Nord;Hauts-de-France;2.42574;50.96901;0087281105;BEG;b;1;;Gare Bergues;;50.96901, 2.42574
02447;Noyon;Noyon;Yes;No;Agence Manche-Nord;REGION DE PARIS-NORD;UG Picardie;NOYON GARE;1;1;Noyon;60400;Noyon;60-471;Oise;Hauts-de-France;3.00641;49.57736;0087276782;NOY;b;2;;GARE NOYON;;49.57736, 3.00641
02450;Nointel - Mours;Nointel - Mours;Yes;No;Agence Ile-de-France;REGION DE PARIS-NORD;;NOINTEL MOURS P GARE;1;1;Nointel - Mours;95590;Nointel;95-452;Val-d'Oise;Île-de-France;2.28066;49.13270;0087276758;NOJ;b;;;Gare Nointel Mours;;49.1327, 2.28066
02461;Vaucelles;Vaucelles;Yes;No;Agence Ile-de-France;REGION DE PARIS-NORD;;VAUCELLES HALTE;1;1;Vaucelles;95150;Taverny;95-607;Val-d'Oise;Île-de-France;2.22885;49.02193;0087276626;CHD;b;;;Gare Vaucelles;;49.02193, 2.22885
02561;Paris Gare du Nord;Paris Gare du Nord;Yes;No;Agence Ile-de-France;REGION DE PARIS-NORD;UG Paris Gare du Nord et CDG2;PARIS NORD GARE;4;1;Paris Gare du Nord;75010;Paris;75-056;Paris;Île-de-France;2.355151;48.880185;0087271007;PNO;a;3;;GARE PARIS NORD;;48.880185, 2.355151
02570;Sarre-Union;Sarre-Union;Yes;No;Agence Est-Européen;REGION ALSACE;UG TER Rhénan;SARRE UNION P GARE;1;1;Sarre-Union;67260;Sarre-Union;67-434;Bas-Rhin;Grand Est;7.0850443;48.9360172;0087215459;SUW;b;1;;GARE SARRE-UNION;;48.9360172, 7.0850443
02571;Berthelming;Berthelming;Yes;No;Agence Est-Européen;REGION ALSACE;UG Lorraine;BERTHELMING P GARE;1;1;Berthelming;57930;Berthelming;57-066;Moselle;Grand Est;7.0087859;48.8096475;0087215335;BHN;c;1;;GARES C LORRAINE;;48.8096475, 7.0087859
02549;Aulnay-sous-Bois;Aulnay-sous-Bois;Yes;No;Agence Ile-de-France;REGION DE PARIS-NORD;;AULNAY SOUS BOIS P GARE;1;1;Aulnay-sous-Bois;93600;Aulnay-sous-Bois;93-005;Seine-Saint-Denis;Île-de-France;2.49431;48.93179;0087271411;ABM;b;;;GARE AULNAY SOUS BOIS;;48.93179, 2.49431
02551;Le Bourget;Le Bourget;Yes;No;Agence Ile-de-France;REGION DE PARIS-NORD;;DRANCY GARE;1;1;Le Bourget;93350;Bourget;93-013;Seine-Saint-Denis;Île-de-France;2.42571;48.93096;0087271395;LBT;b;;;GARE LE BOURGET;;48.93096, 2.42571
02558;Épinay - Villetaneuse;Épinay - Villetaneuse;Yes;No;Agence Ile-de-France;REGION DE PARIS-NORD;;EPINAY VILLETANEUSE GARE;2;1;Épinay - Villetaneuse;93800;Épinay-sur-Seine;93-031;Seine-Saint-Denis;Île-de-France;2.32865;48.95838;0087271122;EPV;b;;;;;48.95838, 2.32865
02537;Le Plessis-Belleville;Le Plessis-Belleville;Yes;No;Agence Manche-Nord;REGION DE PARIS-NORD;UG Picardie;LE PLESSIS BELLEVILLE P GARE;1;1;Le Plessis-Belleville;60330;Plessis-Belleville;60-500;Oise;Hauts-de-France;2.7448073;49.0959033;0087271551;PLB;b;1;;Gare Le Plessis Belleville;;49.0959033, 2.7448073
02541;Aéroport Charles de Gaulle 2 TGV;Aéroport Charles de Gaulle 2 TGV;Yes;No;Agence Ile-de-France;REGION DE PARIS-NORD;UG Paris Gare du Nord et CDG2;AEROPORT CHARLES DE GAULLE 2 TGV P GARE;2;2;Aéroport Charles de Gaulle 2 TGV;95700;Roissy-en-France;95-527;Val-d'Oise;Île-de-France;2.570892;49.003652;0087001479;RYT_TRANS;b;;;GARE AEROPORT CDG 2 TGV;;49.003652, 2.570892
02530;Vierzy;Vierzy;Yes;No;Agence Manche-Nord;REGION DE PARIS-NORD;UG Picardie;VIERZY GARE;1;1;Vierzy;02210;Vierzy;02-799;Aisne;Hauts-de-France;3.2773026;49.2910309;0087271783;VYA;c;1;;GARES C PICARDIE;;49.2910309, 3.2773026
02517;Corcy;Corcy;Yes;No;Agence Manche-Nord;REGION DE PARIS-NORD;UG Picardie;CORCY GARE;1;1;Corcy;02600;Corcy;02-216;Aisne;Hauts-de-France;3.2157221;49.2550929;0087272286;CKX;c;1;;GARES C PICARDIE;;49.2550929, 3.2157221
02516;Creil;Creil;Yes;No;Agence Manche-Nord;REGION DE PARIS-NORD;UG Picardie;CREIL P GARE;1;1;Creil;60100;Creil;60-175;Oise;Hauts-de-France;2.4692439;49.2637570;0087276006;CLH;b;2;;GARE CREIL;;49.263757, 2.4692439
02526;Jaux;Jaux;Yes;No;Agence Manche-Nord;REGION DE PARIS-NORD;UG Picardie;JAUX HALTE;1;1;Jaux;60880;Jaux;60-325;Oise;Hauts-de-France;2.777316;49.3868029;0087272013;JAX;c;1;;GARES C PICARDIE;;49.3868029, 2.777316
